question,answer,ref,doc_id,dial_id
"What happens if my CDL was downgraded because of your "" not certified "" medical status",You will need to visit a local DMV office to upgrade your license back to a CDL,"[{'sp_id': '81', 'label': 'solution'}]",Medical Certification FAQ's#3_0,5132fd5270059fd9bde7452d4341c22e
Do I need a medical examiners certificate?, If you expect to operate in an excepted driving type EA or EI then a Medical Examiner s Certificate is not required. You will need to have the appropriate restrictions added to your driver s license A3 and/or K,"[{'sp_id': '53', 'label': 'solution'}]",Medical Certification FAQ's#3_0,5132fd5270059fd9bde7452d4341c22e
"i'd like to learn more about self-certification
","sure, what would you like to know?
","[{'sp_id': '2', 'label': 'precondition'}]",Medical Certification FAQ's#3_0,1a7c1faf731befd501e33f6d35bd31d0
why do i have to self-certify?,there are many different types of reasons you need to self certify. what would you like to know?,"[{'sp_id': '6', 'label': 'precondition'}]",Medical Certification FAQ's#3_0,1a7c1faf731befd501e33f6d35bd31d0
I just want to know why i have to self certify. could you explain it a little bit more,there are many different types of self-certification driving. would you like to know the types?,"[{'sp_id': '17', 'label': 'precondition'}]",Medical Certification FAQ's#3_0,1a7c1faf731befd501e33f6d35bd31d0
"yes please, what if my driving type changes?",if your driving type changes you must go to you local DMV to change it ,"[{'sp_id': '18', 'label': 'precondition'}]",Medical Certification FAQ's#3_0,1a7c1faf731befd501e33f6d35bd31d0
I want more info on self-certification?,Do you want to self-certify?,"[{'sp_id': '2', 'label': 'precondition'}]",Medical Certification FAQ's#3_0,74891d223cbc5c0dd9041870184b2e70
Yes,New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform. Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Medical Certification FAQ's#3_0,74891d223cbc5c0dd9041870184b2e70
Do I need to provide a Medical Examiner s Certificate if I work for the school system?,Do you operate in an excepted operation such as a school for a private service?,"[{'sp_id': '40', 'label': 'precondition'}]",Medical Certification FAQ's#3_0,74891d223cbc5c0dd9041870184b2e70
Yes,You can choose EI instead of Medical Examiners Cerificate in that case,"[{'sp_id': '41', 'label': 'solution'}]",Medical Certification FAQ's#3_0,74891d223cbc5c0dd9041870184b2e70
Does it include field trips?,"School operation is defined as "" school to home / home to school "" operation and includes interstate operation for school operation only. This does not include field trips. Only applicants employed by a municipality can drive for out - of - state field trips","[{'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}, {'sp_id': '44', 'label': 'solution'}]",Medical Certification FAQ's#3_0,74891d223cbc5c0dd9041870184b2e70
What driving type should I certify to if I have a valid DOT medical examiners certifcate?,ou should certify to the type of driving in which you operate or expect to operate and your CDL will have the restrictions for that driving type,"[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}]",Medical Certification FAQ's#3_0,74891d223cbc5c0dd9041870184b2e70
"I would not want to commit a driver Violation Point System, so I would like to know what it is.",This system is for the state of New York to identify high-risk drivers. The DMV assigns points to these drivers each time they commit certain infractions.,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]",About the NYS Driver Point System#3_0,fcb714bacc980b22c9b3455231da4d4d
"I'm not sure how many points I have, how are those points calculated?","You must be convicted of the traffic violation before points are added to your driving record. Your point total is calculated based on the date of the violation , not the date of the conviction. The points for violations that all occurred within the last 18 months are added to calculate your point total.","[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]",About the NYS Driver Point System#3_0,fcb714bacc980b22c9b3455231da4d4d
Are there any violations that I could commit that are not worthy of points?,"Yes... bicycle violations, pedestrian violations and parking violations.","[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]",About the NYS Driver Point System#3_0,fcb714bacc980b22c9b3455231da4d4d
What happens if I am in New York and receive more than 6 points in 18 months?,You must pay a Driver Responsibility Assessment fee.,"[{'sp_id': '24', 'label': 'solution'}]",About the NYS Driver Point System#3_0,fcb714bacc980b22c9b3455231da4d4d
"A few months ago I was in another country and was convicted of a traffic violation, will I have problems here for that?","No, unless the violation you committed was in Ontario or Quebec.","[{'sp_id': '27', 'label': 'solution'}]",About the NYS Driver Point System#3_0,fcb714bacc980b22c9b3455231da4d4d
"Good morning. I heard about some driver points the other day, do you have any info about it?",Good morning. You are talking about the Driver Violation Point System. It's a system that allows the NYS DMV to identify high risk drivers and take pertinent actions against them. Works on an assigned points basis for certain traffic violations.,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e831897c729c852735c185e7219c7f96
"How i don't get points, by the way?","Well, you won't get any points in case of any of the following: any bicycle violation, any pedestrian violation or any parking violation.","[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e831897c729c852735c185e7219c7f96
"Ok, got it. Uh, and what happens if i'm out of NYS?","If the violation occurs outside NYS, your driving record won't be affected by the violation, because it's outside NYS jurisdiction. Only exception is, if the violation happens to be in Ontario or Quebec.","[{'sp_id': '27', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e831897c729c852735c185e7219c7f96
"Ok, thanks. May i know how my points are summed up, please?","Well, in first place, you must have a conviction by traffic violation. After that, points are added to your driving license. Second, the number of points to be added are based on your violation's date, not conviction's. And lastly,If the violation occurred within the last eighteen months, you'll certainly have those points added to your license.","[{'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e831897c729c852735c185e7219c7f96
"Hi, i got a ticket the other day and i was said i was going to get some points assigned to my license. What can you tell me about that?","No problem. Those points are representative for the Driver Violation Point System, a way for the DMV to identify high risk drivers and take pertinent actions against them.","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e5ce90f6af4b20042ccce9265a9eab4a
"I heard about a Point Reduction Program thing, is that a real thing?","Yes, sure is. It's a DMV feature, which allows you to take a DMV- approved Point and Insurance Reduction Program that will help to prevent you lose your license in case you have already 11 or more points on your driving record.","[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e5ce90f6af4b20042ccce9265a9eab4a
"Oh, that's very nice of DMV. Say, what if i have a violation in my record and i didn't do it, but someone else did?","If you believe that is the case, you can make use of the hearing resource. but be aware that the hearing is not for probation of guilt or not.","[{'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}, {'sp_id': '55', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e5ce90f6af4b20042ccce9265a9eab4a
"Oh, i see. Um, i'm dragging a out-of-state violation conviction, that does affect my driving record in any way?","Not at all. If you have any out-of-state conviction, it won't have any effect on you driving record. But if you were convicted on Ontario or Quebec, indeed it counts for your driving record.","[{'sp_id': '27', 'label': 'solution'}]",About the NYS Driver Point System#3_0,e5ce90f6af4b20042ccce9265a9eab4a
"Hi, i was told something about a Driver Responsability fee, what's that?",The Driver Responsability Assessment fee is a special fee that you must pay if you receive 6 or more points on your NYS driving record in the last 18 months.,"[{'sp_id': '23', 'label': 'precondition'}]",About the NYS Driver Point System#3_0,bd0f677f60db5fbc1b0c14636c9379b9
"Yeah, that's my case, i have 8 points in my license.",Then you definitely must pay the fee.,"[{'sp_id': '24', 'label': 'solution'}]",About the NYS Driver Point System#3_0,bd0f677f60db5fbc1b0c14636c9379b9
"I was wondering, about a month ago i was convicted for a violation but it wasn't me, what can i do about it? Is there any resource i can use?","You can use the hearing resource for case revision. But if you're looking for a non-guilty outcome, i'm afraid DMV hearing isn't for that.","[{'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}, {'sp_id': '55', 'label': 'solution'}]",About the NYS Driver Point System#3_0,bd0f677f60db5fbc1b0c14636c9379b9
Is there any way i can put down my points account?,There is. You have the Point and Insurance Reduction Program course. It's a DMV-approved course that will help to prevent you from losing your license in the event you accrued 11 or more points in your record.,"[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",About the NYS Driver Point System#3_0,bd0f677f60db5fbc1b0c14636c9379b9
"Isn't that great, huh?.  Now please, if happens i'm out of the state and i'm convicted for any traffic violation, that will affect my record in NYS?","Don't you worry. Unless that violation occurred on Ontario or Quebec, any out-of-state conviction won't be adding any points to your driving record.","[{'sp_id': '27', 'label': 'solution'}]",About the NYS Driver Point System#3_0,bd0f677f60db5fbc1b0c14636c9379b9
"I have a query in relation to the Driver Violation Point System, what exactly is it and how does it operate?",The Driver Violation Point System is a way for the DMV to highlight high risk drivers and allocate points for certain traffic violations that may occur,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]",About the NYS Driver Point System#3_0,1e82074eb2e06a37464a19fedd85c6d3
"Hello, i was told to use this for getting info IRP registration and plates?",Are you looking to surrender an IRP registration to avoid renewing the registration?,"[{'sp_id': '2', 'label': 'precondition'}]",Surrender IRP registration and plates#1_0,058bd88c5c6838f7260e5f23170ffefc
"Yes, i want to do that.","In that case, you must send your apportioned plates and the cab card to the address we give you.","[{'sp_id': '3', 'label': 'solution'}]",Surrender IRP registration and plates#1_0,058bd88c5c6838f7260e5f23170ffefc
And if i'm located in Albany?,Then you must surrender the IRP registration and delete the vehicle from your fleet along with the completion of form Schedule A&C.,"[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]",Surrender IRP registration and plates#1_0,058bd88c5c6838f7260e5f23170ffefc
"Ok, thank you. Another question, i've paid fees in other jurisdictions, It is possible to get a refund for those IRP fees?","Yes, it is possible. With that intention, you must meet the following: the other jurisdiction made a mistake and that mistake is in your invoice and you paid the registration fees twice for just one vehicle. If you meet those, then a refund request is indeed possible.","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}]",Surrender IRP registration and plates#1_0,058bd88c5c6838f7260e5f23170ffefc
I want information about how to surrender a an IRP registration please.,The reason for surrender is because you do not want to renew your registration?,"[{'sp_id': '2', 'label': 'precondition'}]",Surrender IRP registration and plates#1_0,3e04e35e606b3697e1d1b0d15c56cb5f
"Hello, I need to replace my title certificate. But I'm busy at work almost every day so I can't go to DMV, so I want to do that by mail, I already tried but I think I messed up. Could you help me with that?",Did you aready send any documents to DMV?,"[{'sp_id': '44', 'label': 'precondition'}]",Replace a title certificate#1_0,8fdd20474425a2e6d5df3f57a70cdd4b
"Yes, I sent two documents but It seems that either, those were wrong documents, or I missed some documents when I sent them. ","Ok, no problem. I'll tell you what documents you need to send; if you already sent one of the documents on the list, simply send the ones you didn't send. DMV save all of that, so when you submit the ones you missed DMV will start your process.
1)  A completed Application for Duplicate Title PDF  MV-902s
2) Proof of Identity: this can be a photocopy of your NY State driver license, driver permit, or non-driver ID. You can see the Title PDF ID-82 for more acceptable proofs. 
3 A personal check or money order for $20, paytable to Commissioner of Motor Vehicles
","[{'sp_id': '45', 'label': 'solution'}]",Replace a title certificate#1_0,8fdd20474425a2e6d5df3f57a70cdd4b
"Thanks. I want my son to apply for a title certificate, but I'm lost and I don't know how to apply for it. I did mine, ages ago so It's out of my memory. ","You have to use the Application for Title Only PDF MV-82TON, and follow the instructions carefully. ","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",Replace a title certificate#1_0,8fdd20474425a2e6d5df3f57a70cdd4b
Would it be a problem if he moves later? He's already 18 and has plans on moving out. ,He'll have to change his address. ,"[{'sp_id': '76', 'label': 'solution'}]",Replace a title certificate#1_0,8fdd20474425a2e6d5df3f57a70cdd4b
What would he need to do update his address?Does he have to communicate with DMV or send them some items to their office? ,"He'll have to go to a DMV office and provide  a completed Application for Duplicate Title PDF MV-902s a proof of identity and $ 20.00 for the replacement fee. Pretty much the same for replacing a title certificate. 
","[{'sp_id': '59', 'label': 'solution'}]",Replace a title certificate#1_0,8fdd20474425a2e6d5df3f57a70cdd4b
"Ok, one more question. Regarding my replacement title, I reckon I have some time today to go to a DMV office, I think it'll be faster than doing it by mail. Would I be issued my replacement immediately?","No, you won't be issued the replacement title while you are there. All title certificates are printed in a secure facility in Albany and are mailed to the owners. For this reason I suggest you stick to doing the whole process by mail, since it's faster and you can do it from the comfort of your home. ","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",Replace a title certificate#1_0,8fdd20474425a2e6d5df3f57a70cdd4b
"Hey, i was looking for information to replace a title certificate using mail.",Are you sending any items to the DMV?,"[{'sp_id': '44', 'label': 'precondition'}]",Replace a title certificate#1_0,1809dc8b770016741d9ab630db0a8e7e
"Yes, i'll do it.",Perfect. Then make sure you send a completed form MV-902 also know as Application for Duplicate Title.,"[{'sp_id': '45', 'label': 'solution'}]",Replace a title certificate#1_0,1809dc8b770016741d9ab630db0a8e7e
"Ok. And what about if i apply for a title certificate, instead?","For that scenario, You'll need to complete form MV-82TON or Application for Title Only. Make sure you read instructions carefully and follow them with accuracy.","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",Replace a title certificate#1_0,1809dc8b770016741d9ab630db0a8e7e
"The same day i apply for it, i mean?","Sorry, but that would be a no. For practical reasons, all certificates are printed in a secure facility foreign to the DMV and then mailed to you. That way is more fast and easy.","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",Replace a title certificate#1_0,1809dc8b770016741d9ab630db0a8e7e
"Um, sounds logical. In any case, what items i need to bring to DMV when i look for the replacement process?",You have to bring with you a completed Application for Duplicate Title or MV-902.,"[{'sp_id': '59', 'label': 'solution'}]",Replace a title certificate#1_0,1809dc8b770016741d9ab630db0a8e7e
"I would like to get a replacement title certificate, can I do this by mail?",Have you already received documentation regarding the replacement of your title certificate?,"[{'sp_id': '44', 'label': 'precondition'}]",Replace a title certificate#1_0,79b9162e7b53473de410b74cd342aae2
"If I apply for a replacement title certificate at the DMV office, can they issue the certificate to me there and then?","You cannot get the replacement title certificate issued to you in the DMV office, all replacement certificates are printed in a secure facility and are mailed to the owners. The quickest and easiest way to apply for a replacement certificate is to apply online","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",Replace a title certificate#1_0,79b9162e7b53473de410b74cd342aae2
Can I order the replacement certificate online?,"To order a replacement title certificate online, you must be the owner of the vehicle, you must have a current UD address on file with the DMV and the vehicle in question must be registered and titled in New York State","[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",Replace a title certificate#1_0,71c9f76728483d43c89ac802d536b936
What happens if I apply for a replacement title certificate at a DMV office?,"You won't receive your replacement title certificate at the DMV office, they are printed at an off-site facility and are mailed to the owner","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Replace a title certificate#1_0,71c9f76728483d43c89ac802d536b936
Where is the replacement certificate sent if the registration for the vehicle is in my name?,"The re[placement is mailed to the address that is held on file for you. If you wish to amend this address, please do this online before replacing your title certificate","[{'sp_id': '34', 'label': 'solution'}]",Replace a title certificate#1_0,71c9f76728483d43c89ac802d536b936
I need further information about replacing a title certificate only,"For a title certificate only replacement, you must use the Application for Title Only PDF (6) MV-82TON and follow the instructions carefully","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",Replace a title certificate#1_0,71c9f76728483d43c89ac802d536b936
"Please, tell me about replacing a title certificate.",will you apply for a replacement title at a DMV office?,"[{'sp_id': '2', 'label': 'precondition'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
"yes, I need to apply for a replacement of a title certificate.","In that case, the DMV office won't hand you the new title while you are there. The DMV prints the title certificates in Albany and then mails them to the vehicle owner.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
what items do I need to bring to the DMV office?,"first, you need a completed Application for Duplicate Title form (PDF MV-902)","[{'sp_id': '59', 'label': 'solution'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
Can I get the replacement title faster using the express mail?,"Yes, we can send you the replacement title via express mail but you'll have to pay extra for it and you'll need to sign for the delivery.","[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}, {'sp_id': '8', 'label': 'solution'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
What can I do if I don't have a NY State Driver License Permit?,You still can provide other kinds of proof.,"[{'sp_id': '79', 'label': 'solution'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
Can I cancel an online transaction after submitting it?,"Yes, but you can only cancel an online transaction the same day it was ordered.","[{'sp_id': '30', 'label': 'solution'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
"For the mailing of the new title, what if the registration for my vehicle is in my name.","In that case, you can add or change your address online and then replace your title.","[{'sp_id': '34', 'label': 'solution'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
what are the limitations of ordering online?,You can't order online if there was a title certificate processed in the past 15 days or the title certificate is a duplicate title requesting removal of a lien.,"[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}]",Replace a title certificate#1_0,ddb940a027abe609c01c90c67a7f918b
Can I mail the paperwork?,Did you complete the form?,"[{'sp_id': '44', 'label': 'precondition'}]",Replace a title certificate#1_0,5bce7f72665a5aebae37c2bb777fa2ed
I don't have the application.,Do you have the mailing address?,"[{'sp_id': '49', 'label': 'precondition'}]",Replace a title certificate#1_0,5bce7f72665a5aebae37c2bb777fa2ed
"No, can you give it to me?",What is your location?,"[{'sp_id': '50', 'label': 'precondition'}]",Replace a title certificate#1_0,5bce7f72665a5aebae37c2bb777fa2ed
I would like to receive it by standard mail.,"Express mail would be quicker, would you like to use it?","[{'sp_id': '53', 'label': 'precondition'}]",Replace a title certificate#1_0,5bce7f72665a5aebae37c2bb777fa2ed
How to replace a title certificate?,"There are few ways to do this but if you choose to do this by mail, you need to send the completed Application for Duplicate Title PDF [ 4 ] MV-902, proof of identity and a personal check or money order of $ 20.00 payable to Commissioner of Motor Vehicles.","[{'sp_id': '44', 'label': 'precondition'}]",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
Where should I mail all those documents?,"All of those documents including the Application for Duplicate Title PDF [ 4 ] MV-902 should be mail to Title Bureau NYS DMV PO Box 2750 Albany , NY 12220 - 0750.","[{'sp_id': '45', 'label': 'solution'}]",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
"If i choose to apply for a replacement title at a DMV office, will i get the new ones directly there?","You will not. The certificates will only be printed at Albany in a secure facility and mailed to the owner afterwards. Therefore, doing the application online saves your time and it is the easiest way to do it.","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
"If i do it by mail, what document is suitable as my proof of identity?","The document could be a photocopy of your NY State Driver License, Learner Permit or you can refer to Proofs of Identify for Registration and Title PDF [ 5 ] ID-82 for other acceptable proof that is Non - Driver ID.","[{'sp_id': '46', 'label': 'solution'}, {'sp_id': '47', 'label': 'solution'}]",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
Can i order online if my title certificate was processed last week?,"No. If it has been processed within the last 15 days, you could not proceed your order online.","[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}]",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
What if i do not have any Driver ID proof of identity?,You can still proceed using other kinds of proof which is Non - Driver ID proof.,"[{'sp_id': '79', 'label': 'solution'}]",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
Is it possible change the address on my title record online?,"No. It is not possible. To update this, you need to contact Title Services Bureau at 1 - 518 - 486 - 4714.","[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",Replace a title certificate#1_0,ab100fe79c38824adbc1197afb6e194d
How do I replace a title?,You can apply at a DMV office.,"[{'sp_id': '2', 'label': 'precondition'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
Will I get a new one while there.,"No, we mail them to you.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
Where will you mail them to.,To the address on file. You can replace them online.,"[{'sp_id': '42', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
So i can do it at the DMV also?,Yes but the fastest way to do it is online.,"[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
How do I apply for a title only?,Use the PDF file and follow instructions carefully.,"[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
Can I have them forwarded to a new address?,There is no guarantee the DMV will forward them. Please contact them with updated info.,"[{'sp_id': '40', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
Where are certificates printed?,In a secure facility in Albany.,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
Can I change the address online?,"No, you have to contact the Title Service Bureau.","[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",Replace a title certificate#1_0,a759ee2a47940917d15c42ed44a2304e
"Hi, good afternoon. Need some info about the escort driver certification.",Sure. Are you currently an escort driver?,"[{'sp_id': '2', 'label': 'precondition'}]",Escort driver certification#1_0,2fa9e76bb12deb0e32e8cde245f2e62f
What do i need to go through to be certified as such driver?,"You need to be 21 years old or be older, in first place. Second, need to have a valid NYS driver license, or at least to have a valid license in the state or jurisdiction in which you are a resident. Last, but not least, you must pass the Escort Driver's Certification Test.","[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",Escort driver certification#1_0,2fa9e76bb12deb0e32e8cde245f2e62f
"Um, i see. I'll give a look into that. Now, lets say i have an escort driver license already, but it was issued in other state, It could be recognized in NYS, by any chance?",Are you going to operate a escort vehicle in NYS?,"[{'sp_id': '80', 'label': 'precondition'}]",Escort driver certification#1_0,2fa9e76bb12deb0e32e8cde245f2e62f
"Yeah, i'm looking to know more about escort driver certification.",Are you looking for requirements for that certification?,"[{'sp_id': '2', 'label': 'precondition'}]",Escort driver certification#1_0,cb82334f32625e0f18d58b8572bb045b
"Yes, that's correct. I want to know when i need one?",No problem. That certification is mandatory if you escort dimensional loads through highways in NYS  or if you act as a flag person for that type of load.,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Escort driver certification#1_0,cb82334f32625e0f18d58b8572bb045b
"Ok, thanks. And, what kind of penalties do i have with one of those certifications?",Could be ranging from fines up to a variety of penalties. that would depend on your's violation nature.,"[{'sp_id': '77', 'label': 'solution'}]",Escort driver certification#1_0,cb82334f32625e0f18d58b8572bb045b
"Of course. You know, i would like to operate legally as an escort driver in NYS, what can i do in order to do that?","If you want to get your legal status, first of all you must possess a valid NYS Certified Vehicle Escort Certificate or also known as form MV-64. That document should always accompany you whenever you are driving escort vehicle in NYS.","[{'sp_id': '81', 'label': 'solution'}, {'sp_id': '82', 'label': 'solution'}]",Escort driver certification#1_0,cb82334f32625e0f18d58b8572bb045b
"Ok, taking notes about it. another question. How do i know if a DMV office is offering this certification test?","That's easy. Whenever a DMV office put a offer fo that certificate, you'll find out checking the Office Hours area for that particular office.","[{'sp_id': '94', 'label': 'solution'}]",Escort driver certification#1_0,cb82334f32625e0f18d58b8572bb045b
"Oh, and i forgot to tell that i want to replace it because i lost it.","In your particular case, you can get a replacement by writing to DMV. Basic information such as name, address, DMV ID Number and Client ID Number, if available, must accompany the writing. Besides, you must send $5 in the form of a check or money order payable to the Commissioner of Motor Vehicles.","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '66', 'label': 'solution'}]",Escort driver certification#1_0,7eb860cd64b5608d3ce6a7712ba81db7
"I see. A little process, huh?. Ok, i'll check that out. Now, what happens if i have a license, but such license was issued by another state?","If you have a license under that condition, you must notify the DMV's Bus Driver Unit by writing in a 10 days period in order to change your address shown in your license. You must include your name, DMV ID Number, Client and  ID Number, aside your old address and the new.","[{'sp_id': '58', 'label': 'solution'}, {'sp_id': '59', 'label': 'solution'}]",Escort driver certification#1_0,7eb860cd64b5608d3ce6a7712ba81db7
 How can i get certified to be an escort driver?,"It's pretty simple. Go to any DMV office which offers the escort driver certification test, and once there, complete the form MV-65 for Vehicle Driver Application.","[{'sp_id': '17', 'label': 'solution'}, {'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}]",Escort driver certification#1_0,7eb860cd64b5608d3ce6a7712ba81db7
"Ok, thanks. Similar to before, could you tell me what should i do if i possess a escort driver license issued in another state?","Well, in a similar fashion to the license you asked before, you must bring  that valid license and any additional identification to the DMV. Before you go, check DMV Document Guide for more information.","[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]",Escort driver certification#1_0,7eb860cd64b5608d3ce6a7712ba81db7
Can you tell me what is involved with getting an Escort driver Certification?,Do you have a need for an escort driver certification?,"[{'sp_id': '2', 'label': 'precondition'}]",Escort driver certification#1_0,26a7a7aa733fe3cc45c461bd50ef813b
"Not at the moment, no",Are you looking to find out what the qualifications are for providing escort driver services?,"[{'sp_id': '10', 'label': 'precondition'}]",Escort driver certification#1_0,26a7a7aa733fe3cc45c461bd50ef813b
"Yes, that's exactly what I'm looking for",Do you want to qualify as a certified escort driver?,"[{'sp_id': '11', 'label': 'precondition'}]",Escort driver certification#1_0,26a7a7aa733fe3cc45c461bd50ef813b
Yes please,"In order to qualify as an escort driver, you must be 21 years or over, have a valid state drivers license and you must pass the Escort Driver's Certification Test","[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",Escort driver certification#1_0,26a7a7aa733fe3cc45c461bd50ef813b
Can I complete the Escort driver Certification test at any office if they provide this service?,"Every office that provides the certification test will have it indicated in the ""Office Hours"" area for that particular office","[{'sp_id': '94', 'label': 'solution'}]",Escort driver certification#1_0,26a7a7aa733fe3cc45c461bd50ef813b
I would like to know more about escort driver certification.,There is two situation for this. The first is mandatory and the second is not mandatory. Which one you would like to know?,"[{'sp_id': '2', 'label': 'precondition'}]",Escort driver certification#1_0,ec204128b28f166ab4ae20dc258f3852
I would like to know the madatory part.,It is mandatory to have an escort driver certification when you are using the highways of New York State to escort over-dimensional loads and when you become a flag person for over dimensional loads.,"[{'sp_id': '3', 'label': 'solution'}]",Escort driver certification#1_0,ec204128b28f166ab4ae20dc258f3852
