question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
Hey there. I need some information about convictions for assault and how they affect my license.,"Of course. The New York State DMV records the out-of-state convictions of any New York driver for criminal negligence, homicide, or assault, which arise out of the operation of a motor vehicle and which results in death.",Yes.,"[{'sp_id': '18', 'label': 'solution'}]","Convictions for criminal negligence, homicide or assault 
The New York State DMV records the out - of - state convictions of any New York driver for criminal negligence, homicide, or assault, which arise out of the operation of a motor vehicle and which results in death. As a result of any of these convictions , your NY State Driver License will be revoked.",Tickets received in another state#3_0,7d45df80d338b78feca6f80ed05d6f85
And where I'll have to mail this documents?,You'll need to send them to a local dmv office.,"To do this, enclose a pre - paid, pre - addressed","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","When will I get my documents? 
Allow 6 weeks for your registration documents to arrive by mail. Allow 90 days for your title certificate to arrive. It will take longer to receive your documents if you are outside of the United States. 

Can I get registration documents by express mail? 
Yes. To do this , enclose a pre - paid, pre - addressed express mail package with your application. Make sure the package can contain vehicle plates.",Register a vehicle when you are out-of-state#1_0,eecc5baf2b996e38b925afd7e1f17619
yes sir,"You can order personalized plates for passenger vehicles, commercial vehicles and motorcycles.",I want to disable this transaction?,"[{'sp_id': '3', 'label': 'solution'}]","Common Tasks: 


Show ""do it online"" button in megamenu: 


Topic: 
Plates [20 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Order personalized plates#1_0,59b46ed20c49974ccf74c5281aa9e2ff
Why is the background check necessary?,"To get the HazMat endorsement, federal laws require background checks that involve fingerprinting and US citizenship identification.",b).,"[{'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}, {'sp_id': '63', 'label': 'solution'}]",for more information. You must be fingerprinted for background checks.,Get a  hazardous materials (HazMat) endorsement#3_0,97780bbd8ca033991d78b1d41684e4f9
Hello I need information about Suspension Termination Fee Payment,A suspension means that your driver's license or driving privilege is taken away from you for a period of time before it is returned. There are two types of suspensions,Hello,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]","Pay suspension termination fee[1] 
A suspension means your driver license or privilege to drive is taken away for a period of time before it is returned. There are two types of suspensions. 

Definite suspension 
A definite suspension has a clear beginning and end date. 1 The suspension termination fee for a definite suspension is currently $50 2, unless the suspension was for breaking the NYS Zero Tolerance alcohol law. The suspension termination fee for this offense is $100.",Pay suspension termination fee#1_0,f2ad14b341cf42327ea2d867cdebc8e1
"So if he becomes an authorized TNC driver, can he pick up passengers in NY?","No, not unless you are separately authorized by the New York City Taxi & Limousine Commission: www.nyc.gov/taxi .",yes,"[{'sp_id': '26', 'label': 'solution'}, {'sp_id': '27', 'label': 'solution'}]","If I am an authorized TNC driver, may I pick up passengers in New York City? 
No , not unless you are separately authorized by the New York City Taxi & Limousine Commission: www.nyc.gov/taxi [1]. 

If I am an authorized TNC driver, may I drop off a TNC passenger in New York City that I picked up outside the City? 
Yes.",FAQ for TNC Drivers#3_0,73410e740d0bc99ca92e061176c11518
can I pay the suspension fee by mail?,"Yes, in some cases you can pay by mail.",yes,"[{'sp_id': '27', 'label': 'solution'}, {'sp_id': '28', 'label': 'solution'}]","At a DMV office 
You can pay the suspension termination fee at the office or offices shown on your suspension order. 

By mail 
In some cases , you can pay by mail. If the suspension termination fee can be mailed , you will find instructions on your suspension order. 

Common questions 


Can I pay more than one definite suspension online? 
Yes. You can pay up to 10 suspension termination fees in one day.",Pay suspension termination fee#1_0,f181671c52d30349f4606230f2dcd7b6
Is that some kind of law?,"Yes, is a executive order no. 2 by governor andrew m. cuomo.",Yes,"[{'sp_id': '1', 'label': 'solution'}, {'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]","Pursuant to Executive Order No. 2 by Governor Andrew M. Cuomo , all licenses and registrations for New York State military personnel returning from active military duty relating to the war on terrorism and military action in Iraq will automatically be extended. The following information will help minimize any potential inconvenience upon their return.",Automatic license and registration extension for military personnel#3_0,752b8258b89375510f6ce04715013340
"Yes, i think i know what is it about.","Just in case you don't have all the information, let me fill in for you. New federal regulations require from all commercial drivers to certify to DMV the type of driving they perform or expect to perform. From there the necessity of self certify.",(ii).,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","7. I work for a ""private"" company that provides school bus service to local school systems. Do I need to provide a Medical Examiner s Certificate or can I certify to ""EI""?",Medical Certification FAQ's#3_0,04b6cd7046fee219bbc7b9484a18e49f
Can you suggest a topic that might interest me?,Driver license.,Learner permit,"[{'sp_id': '53', 'label': 'solution'}]","Still haven't found what you are looking for? 
See a list of learner permit topics [13]. There are special requirements to apply for a motorcycle permit / license [3], a commercial learner permit [14], a taxi license [15], or enhanced permit [16]. 2 . if you are under 18, a Certification of Supervised Driving PDF [17] MV-262 completed by your parent or guardian. 

Show ""do it online"" button in megamenu: 


Topic: 
Driver License [18 ] 

Related PDFs: 


show mydmv button in megamenu:",Get a learner permit#1_0,3dc6cfa607278bcca0c3d71a5713d44f
"When you submit a mailing address change online , and you do not have a residence address on file with the DMV?", you are required to enter a residence address. Your residence address can not be a post office box .,(iv),"[{'sp_id': '71', 'label': 'solution'}, {'sp_id': '72', 'label': 'solution'}]","New York State law requires you to report a change of residence to the DMV within 10 days. When you submit a mailing address change online, and you do not have a residence address on file with the DMV , you are required to enter a residence address. Your residence address cannot be a post office box. If you already have a residence address on file with the DMV , you are not required to change it when you change your mailing address , but you can change the residence address if you want to. Your",Information about transaction entries#3_0,3970d3abd3d1744900632644556dffa3
Do i need to pay any fee to appeal?,Yes. A $ 10 non refundable appeal fee is applied for each appeal within 30 days from the date of conviction.,no,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",You can appeal online if,Appeal a TVB ticket conviction#1_0,5ad608ae0081e4652a687943276aca6b
and which are they?, a valid driver license or permit issued by another state or country,a group of people,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Non-residents,Driving in New York State#3_0,24c3f9db6d15cc80b87a5687bfa69490
If my license has been revoked what point effect does that have on my driving record?,"If your license has been revoked, the point reduction will not affect it.",no,"[{'sp_id': '22', 'label': 'solution'}]",What effect does point reduction have on my license and driving record?,About point reduction#3_0,53adf222fea2f4f0839b8c00e8fb3cc5
I'd like to know about the taxes that I will have to pay at the DMV.,Is it for when you will register a vehicle in New York at a DMV office?,(iv),"[{'sp_id': '2', 'label': 'precondition'}]","When you register a vehicle in New York at a DMV office , you must either pay the sales tax prove that sales tax was paid your vehicle registration is exempt from sales tax prove You probably also will need to pay county use tax when you register. See estimate registration fees and taxes [1] for information about county use taxes. You must get a sales tax receipt from the DMV even if the transaction is exempt from sales tax. Here are specific instructions If the name on the NY State Title",Sales tax information#3_0,4426d406a88217869ef74108266772b2
What service can I use to check my appeal status?,You can use the TVB Traffic Ticket Appeal service to check the status of your appeal.,You can use the following services: https://www.justice.gov/appeal,"[{'sp_id': '68', 'label': 'solution'}, {'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",How to check the status of appeal filed online,Appeal a TVB ticket conviction#1_0,db07505a3e44ef6b70f2c0912f936b97
"I need some info about how to renew a registration, please","You have to renew your registration before it expires. Your new registration documents will arrive in about 10 days, check your mail. Renewing early will not change the new expiration date for your new registration.",Yes,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","How to renew a registration[1] 
You need to renew your registration before it expires. Your new registration documents will arrive in the mail in about 10 days. Renewing early will not change the new expiration date for your new registration. Members of the Armed Forces may have more time to renew [2]. You cannot renew a registration that is suspended or revoked is expired for more than 1 year 1 has not been inspected in the past 12 months",How to renew a registration#1_0,118cb47d996f2b8468135d39f6ef8253
Can I browse the available styles of picture and professional plates online?,"Yes, you can. One of the categories is: I Love NY Adventure Plates",Yes,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]","Cost of picture and professional plates 
Our picture and professional plates have a variety of prices. You can browse the available styles using the categories above to find detailed pricing information on the plate you re interested in. 

Privileges of professional plates 
Custom plates reserved for professional groups and emergency services organizations serve to identify the registrant as a member of that group. The plates come with no special rights or privileges.",Learn about picture and professional plates#3_0,de11c2a5146cb262d619ea8c43a9290b
What if I no linger want a learner permit?,you can get a non commercial duplicate  license online after the effective date on the downgrade notice,you can get a non - commercial duplicate license online [4] after the,"[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}, {'sp_id': '31', 'label': 'solution'}]","cancellation occurs , your must complete and present an application to reinstate your commercial privileges in person at a DMV office. All normal transaction fees will apply. If you are a Commercial Learner Permit holder , you will need to retake any applicable knowledge tests you passed more than 180 days from the date you apply for reinstatement. If you no longer want a Commercial Driver License/ Commercial Learner Permit , you can get a non - commercial duplicate license online [4] after the",Commercial Driver License Downgrades#3_0,895c54b20e7cf8551cd42f028ac09e9f
What do I have to do to pay a final suspension online?,"you must provide your name or DMV ID number Customer ID number for your New York State driver's license, learner's permit, or non-driver photo identification card, see the sample driver's license for your date of birth and sex",You can pay up to 10 suspension termination fees in one day.,"[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]","At a DMV office 
You can pay the suspension termination fee at the office or offices shown on your suspension order. 

By mail 
In some cases , you can pay by mail. If the suspension termination fee can be mailed , you will find instructions on your suspension order. 

Common questions 


Can I pay more than one definite suspension online? 
Yes. You can pay up to 10 suspension termination fees in one day.",Pay suspension termination fee#1_0,2e345d5e1c2b595215091ab532b52be1
I came here because I have a few questions about those ZIP Code and Email Entries. Can you answer them for me?,Has your address changed?,What are the two types of ZIP Codes?,"[{'sp_id': '3', 'label': 'precondition'}]",ZIP Code and Email Entries,Information about transaction entries#3_0,5bd88045757fdd0f7d12e4038cb26ea0
What else can I do to know if it was sent by mail,ou can check the status of your driver license and driving privilege online if you sign up for a MyDMV account and use our MyLicense service ,Check the address on the back of the license.,"[{'sp_id': '73', 'label': 'solution'}, {'sp_id': '74', 'label': 'solution'}]",How do I know if my license was mailed?,Pay suspension termination fee#1_0,e843aa59673c9dc9781bb76712dd2391
Are there any cases in which I can't replace registration documents online?,"Yes. For vehicles older than model year 1973, boats, snowmobiles or All-Terrain Vehicles ATVs.",You can replace registration documents online for most vehicles. You computer must accept cookies.,"[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]","How to replace a registration[1] 
The fee to replace your vehicle registration document and windshield sticker is $3.00, unless you are also replacing plates. If you need to replace vehicle plates or documents that were lost in a crime , you must apply by mail or at a DMV office. See lost or stolen plates [2] for more information. 

Online and print a temporary document 
You can replace registration documents online for most vehicles. You computer must accept cookies.",How to replace a registration#1_0,9d3f3729b62a6c0cd8bd0b154aaab368
"A few months ago I was in another country and was convicted of a traffic violation, will I have problems here for that?","No, unless the violation you committed was in Ontario or Quebec.",no,"[{'sp_id': '27', 'label': 'solution'}]","If you are convicted of a traffic violation in another state or country , points are not added to your New York State driving record, unless the violation occurred in Ontario or Quebec. New York State has a reciprocal agreement with Quebec and Ontario. Traffic violation convictions that occur in these provinces are recorded on your New York State driver record , and the convictions have the same effect and carry the same points as convictions that occur in New York State. This can affect your",About the NYS Driver Point System#3_0,fcb714bacc980b22c9b3455231da4d4d
if I'm in Canada will it take a day or two longer to arrive?,It will take longer to receive your documents if you are outside of the United States ,yes,"[{'sp_id': '27', 'label': 'solution'}]","When will I get my documents? 
Allow 6 weeks for your registration documents to arrive by mail. Allow 90 days for your title certificate to arrive. It will take longer to receive your documents if you are outside of the United States. 

Can I get registration documents by express mail? 
Yes. To do this , enclose a pre - paid, pre - addressed express mail package with your application. Make sure the package can contain vehicle plates.",Register a vehicle when you are out-of-state#1_0,f8c0fbe986cfa03269a6972ec122d5a1
"Good afternoon, i'm in need of information about stolen vehicles, please.",No problem. Have your vehicle been stolen?,The police will enter the information into national and state auto theft computer records.,"[{'sp_id': '2', 'label': 'precondition'}]","Stolen vehicles 
If your vehicle is stolen , report it to the police and your auto insurance company as soon as possible. The police will enter the information into national and state auto theft computer records. The theft will be noted on your vehicle title record to help prevent someone from selling the vehicle or applying for a title.",Stolen and recovered vehicles#3_0,cddd2689078700274605189504031c64
Can you tell me the number of that place?,Ok please write. 1 - 518 - 474 - 4653,Facility number,"[{'sp_id': '13', 'label': 'solution'}]","Certificate of Occupancy 
Repair shops must also provide a Certificate of Occupancy, local license or town letter as proof of zoning approval. If the new location was previously registered as a repair shop , please provide the Facility number or name of that shop. This may be accepted as proof of zoning. If you also have an Inspection Station License , please see Inspection Station Cap Information [3].",Amend or replace a business license for a repair or body shop#3_0,07849747e122d41f39d1ed25467a2c2d
What form should I use If I'm from outside New York City and exempt from the vehicle use tax in my county?,"For your case, you have to complete form UT-11C",UT-11,"[{'sp_id': '20', 'label': 'solution'}]","you reside or have a business , complete form UT-11C. If you reside in New York City and you are exempt from the NYC vehicle use tax , get form UT-11 from a local DMV office [1] or a DMV Call Center [2].","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",05b2d770c75bb572a85795ef15e7cf87
I need help with a license suspension,A suspension means your driver license is taken away for a period of time before it is returned. ,(iv),"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]","A definite suspension lasts until your suspension period ends. If you pay the suspension termination fee before the suspension period has ended , we will mail your license to you within 3 business days after the suspension period ends. 6 We will not mail your license to you if your driver license has expired you have a commercial driver license CDL 7 you have a conditional or restricted license 8 you have other suspensions, revocations or problems with your driver license",Pay suspension termination fee#1_0,f181671c52d30349f4606230f2dcd7b6
What is the learner permit for?,A learner's permit is the first step in getting your drivers license and you must be 16 years old to apply at the DMV office.,iv.,"[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","Get a learner permit[1] 
Getting a permit is the first step to get your driver license. Most people apply for a Class' D - Operator' permit. 1 You must be 16 or older and must apply in person at a DMV office. Here are the steps you need to take :",Get a learner permit#1_0,d691232d2fb57ed34050002f02eaaf1d
Do I have to have a valid driver's license to operate in New York State?,"yes, that has been valid for at least 2 years preceding application in the class of vehicle that the instructor intends to teach in",yes,"[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}, {'sp_id': '18', 'label': 'solution'}]","equivalency diploma one passport - type photo of yourself , taken within the last 30 days a check or money order , payable to Commissioner of Motor Vehicles , in the amount of $10. Starter checks, cash, or credit cards cannot be accepted. If your driver license is issued from a state other than New York , you must include with your application a certified copy of your driving record from the state agency that issued your license. The driving school owner must mail the application to : New York",Become a driving school instructor#3_0,b2fa189323c2af64ebfa324868bd500b
"Hello I need information about The ""Consumer Bill of Rights""","Under the Repair Shops Act, you have the following rights when it comes to a repair shop",What is the Consumer Bill of Rights?,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]","The ""Consumer's Bill Of Rights""",Know Your Rights in Auto Repair#3_0,cfd0e87acf00157bf403955105cd29d8
Will you assist if someone is using another person's ID?,No we will not provide support to any person who is using another person's user ID.,No,"[{'sp_id': '38', 'label': 'solution'}, {'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]","How do I change users? 
If someone is taking on another user s duties , follow the instructions in the topic above for requesting additional user IDs. Do not share the former user s ID and password with the new user. We will not provide support to any person who is using another person s user ID. We may revoke shared user IDs upon discovery. Register for LENS [3 ] Log in to LENS [1 ] If the license / ID is from another state , send : state, name, address, ID number and expiration date.",Adding and removing users#3_0,c5a259d04f3e5c99f658237ea2b108fb
my violation hearing has already been scheduled? what now?,[24] the point reduction will not affect that action.,(iv),"[{'sp_id': '24', 'label': 'solution'}]","Point reduction applies only to points assessed for violations that occurred within the eighteen months immediately before course completion. It does not affect points for earlier violations, and cannot be used as "" credit "" against future violations or points. Point reduction cannot reduce your point total lower than zero. If your license has already been revoked or suspended , the point reduction will not affect that action. If a violation hearing has already been scheduled , the point",About point reduction#3_0,0b97c02e1c4319cd8a6c5860ac46de97
I need to make a change of address,Do you want to report a change of business address?,(iv),"[{'sp_id': '11', 'label': 'precondition'}]","Change of address 
To report a change of address for your business , you must complete a Statement of Ownership and/or Permission to Use Place of Business pdf [2] VS-19. You can also call the DMV Office of Vehicle Safety and Clean Air at 1 - 518 - 474 - 4653 to get the form, or call 1 - 518 - 474 - 0919 to get more information. It will take 6 to 8 weeks for us to process your application.",Amend or replace a business license for a repair or body shop#3_0,df9d02e28cade4e60831bd4233113b62
"Yes, that's exactly what I'm looking for",Do you want to qualify as a certified escort driver?,"Yes, I'm looking for the Department of Transportation Certified Escort Manual PDF","[{'sp_id': '11', 'label': 'precondition'}]","office to take the test. If you have a driver license issued by another state , you must bring your valid driver license and additional identification with you to the office. See the DMV Document Guide [3] for more information about acceptable additional identification. All information necessary to pass the test is in the Department of Transportation Certified Escort Manual PDF [4]. You should also be familiar with the New York State Driver's Manual [5]. If you pass the test you will be",Escort driver certification#1_0,26a7a7aa733fe3cc45c461bd50ef813b
Thank you. How should I prepare for the road test?,"To prepare for your road test, you should practice first with a supervised driver. This supervised driver must have a driver license that is valid to drive the commercial vehicle that you will be using for practice.",You should practice driving the car.,"[{'sp_id': '45', 'label': 'solution'}]",Step 4: Schedule your road test,Get a CDL#1_0,23acdcf01941637bbaab12cd56c2c926
"Not on mine, no","To remove a lienholder from a certificate you must have proof that a lien is satisfied, do you have any proof of this?",Subject: How to show mydmv button in megamenu,"[{'sp_id': '20', 'label': 'precondition'}]","Common Tasks: 


Show ""do it online"" button in megamenu: 


Topic: 
Titles [5 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Remove a lienholder from a title#1_0,b3f594d14d613b40a3266e046889b780
Yes,ok we invite you to read the details about the new bail legislation at: https://dmv.ny.gov/dealers/dealer-surety-bond [2].,Yes,"[{'sp_id': '3', 'label': 'solution'}]","Renew online 
To renew online , you must have the Facility Number from your Business Certificate see a sample [3 ] Validation Number from your Business Certificate see a sample [3 ] Federal Employer ID Number Social Security Number of the owner, partner or officer Business telephone number and email address Renew a business license or registration online [4 ]",Renew a business license or registration#1_0,0727b7a438ede2ef9facf5da4b2e4e0a
I'm thinking into opening a emissions station and like to get some guidance?,"Very good. But before proceeding, you must know that you may be subject to the Public Emissions Inspection State Cap. Did you were aware of that?",[4],"[{'sp_id': '2', 'label': 'precondition'}]",If you would like to apply to have an official public emissions inspection station you may be subject to the Public Emissions Inspection State Cap. Please read Inspection Station Cap Information [2] before you apply. To become a licensed Inspection Station by the Department of Motor Vehicles DMV in New York State consult the DMV Commissioner s Motor Vehicle Inspection Regulations pdf [3] CR-79 download and read Facility Requirements Inspection Stations pdf [4] VS-143 submit the Original,Open an inspection station#1_0,0d7be0a945bcd4f96b83906dd7c2ec99
And what should I do if I have waited almost 2 months for a response and haven't gotten anything?,In that case you should contact them at the phone number or address provided on the New York State Board of Elections website.,contact them at the phone number or address provided on the New York State Board of Elections,"[{'sp_id': '46', 'label': 'solution'}]","The electronic voter registration application is transferred from DMV to your County or City Board of Elections for review. Once processed , your County will notify you either that you are registered to vote or additional information is needed to complete your application. (Please allow up to six weeks to hear from the Board of Elections in your County. If after six weeks you have not heard from them, contact them at the phone number or address provided on the New York State Board of Elections",Voter Registration Application Frequently Asked Questions#1_0,1cb95c791580fd4b1a05a471e31156b0
Can I also apply by visiting a DMV office instead?,"Yes. You can use the Application for Duplicate / Renewal Registration MV-82D, and bring everything that is needed to a DMV office. For example, a completed Application for Duplicate / Renewal Registration (MV-82D).",yes,"[{'sp_id': '41', 'label': 'solution'}, {'sp_id': '42', 'label': 'solution'}, {'sp_id': '43', 'label': 'solution'}]","At a DMV office 
Use the Application for Duplicate / Renewal Registration MV-82D , and bring these items to a DMV office [7 ] a completed Application for Duplicate / Renewal Registration PDF [5] MV-82D your NY State driver license , permit , non - driver ID , or other proof of identity [6 ] $ 3 for payment of the fee",How to replace a registration#1_0,9d3f3729b62a6c0cd8bd0b154aaab368
Hi there. I'm looking for information related to the transaction of a car.,You mean like changing the name of the owner? ,I'm looking for information related to the transaction of a car.,"[{'sp_id': '31', 'label': 'precondition'}]","Changing names 
You cannot change the name on the vehicle registration or the title certificate to the name of another person. You must transfer the ownership of the vehicle. 

Flood damage 
You can check the National Insurance Crime Bureau database [12] to see if a vehicle is flood damaged. You will need the Vehicle Identification Number VIN. 

Tips for buying a vehicle 
Read the DMV brochures, Let the Buyer Be Aware [13], and Q&A About Your Title Certificate [14].",Buy or sell a vehicle (transfer ownership)#3_0,0f65528c36dcbf84099a6c42b00cd0aa
Where can i get more information?,you can contact us again with pleasure we will assist you,DMV,"[{'sp_id': '43', 'label': 'solution'}]","form or the email to request any other type of information or service from DMV we will disregard anything not related to a possible missing lien However , if you have questions or issues on any other matter , see how to contact us [7]. What to expect DMV staff will respond to your request as soon as possible. We must first identify the vehicle or boat and verify its title status. Then we must retrieve and review the application forms to determine the appropriate response. Please note that these",How to check a title or lien status#1_0,0fe90f7578cc64f44c8146988248aeb4
But what can I do with my insurance from another state?,"If your coverage time haven't lapse you can still use it there. Whenever you go to a different state, that you have an insurance in, DMV will cover you there. So, if you ever go back to that state your insurance will still work. ",I can file a claim with the state.,"[{'sp_id': '46', 'label': 'solution'}]",Out-of-state insurance documents,New York State Insurance Requirements#3_0,d544d461086e7facc9fec5206cb6eadc
"I just moved here from another state, so to get a new license, how long do I have?","You must exchange your driver license from another U.S. state or territory, federal district or Canadian province within 30 days of becoming a  New York state resident.",30 days,"[{'sp_id': '2', 'label': 'solution'}]","You must exchange your - out - state driver license from another U.S. state or territory, federal district or Canadian province within 30 days of becoming a resident of New York. Your out - of - state license must have your photograph be valid or expired less than 24 months have been issued at least 6 months before you apply for a New York license unless it is commercial driver license that has been valid for any amount of time 2 You cannot exchange your license if it is suspended or revoked 3",Exchange your out-of-state driver license#1_0,568e442d88ba7d9cd24ffbe9412ee0e5
What should I do If I was notified that there is an unsatisfied suspension of judgment in my record?,In that case you must contact the lawyer or court that issued the judgment. Information about the suspension order will tell you the name of the court and the court's index number for the judgment. The DMV cannot remove the suspension without court proof.,(iv),"[{'sp_id': '5', 'label': 'solution'}, {'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}]","I received a suspension order for an unsatisfied judgment related to a motor vehicle accident, collision or crash. What do I need to do?",Unsatisfied Judgments#3_0,f8eb07721ae797e02aac84515db754e1
how much does the installation fees cost for the ignition interlock?,please go on to the NYS Division of criminal justice services website and click on the ignition interlock page. ,$80,"[{'sp_id': '58', 'label': 'solution'}]",Problem Driver Restriction with DMV Mandated Ignition Interlock Device,About problem driver restrictions#3_0,60bc244ff9939fb6824d60b85c8f58bf
What should I do if my view is obscured after stopping at a crosswalk during the road test?,"If your view is obstructed while stopped at a crosswalk, you should move until your view is not obscured and if necessary, you should stop again",move up until you can clearly see your way,"[{'sp_id': '76', 'label': 'solution'}, {'sp_id': '77', 'label': 'solution'}, {'sp_id': '78', 'label': 'solution'}]","the meanings of signs, signals and pavement markings, and obey them consistently. Stopping position : If a stop is required , stop your vehicle before it reaches an intersecting street. If stop lines or crosswalks are present , stop before crossing them. If your view is blocked after stopping behind the crosswalk , move up until you can clearly see your way , then stop again if necessary. Lane selection and position : Keep your vehicle in the proper traffic lane, especially when preparing to",Prepare for your road test#3_0,ac7167a18e5c58b1e23f104a99efd2a2
"Yes, it is.",All automotive related businesses are regulated by the DMV.,It's a lemon law complaint,"[{'sp_id': '3', 'label': 'solution'}]","manufacturer or third party warranties or guarantees. If you feel you have a NYS Lemon Law complaint , please see Lemon Law Complaints [4].Once your complaint has been filed , a Consumer Services Representative CSR from DMV will be assigned to handle your complaint. If the CSR is unable to resolve your complaint , the case will be sent to an Automotive Facilities Inspector for a formal investigation and possibly a hearing. 3Depending on the complaint , this process could take several weeks to",Report a problem with a DMV regulated automotive business#1_0,e300a33598c4fdcccd42175842db4ebf
yes i don't have that certificate,you or the car dealer can certify compliance on a 'Certificate of Compliance or emissions exemption' form MV-74,yes,"[{'sp_id': '26', 'label': 'solution'}]","If your vehicle complies with the California emissions standard, but the MCO does not indicate compliance or you do not have an Manufacturer's Certificate of Origin MCO , you or the automobile dealer can certify compliance on a' Certificate of Emissions Compliance or Exemption' form MV-74. If your vehicle is exempt from the California emissions standard , you or the automobile dealer can complete form MV-74 to certify the exemption if the vehicle has an odometer reading of more than 7,500 miles",California emissions standards#3_0,ae1be818eb787b5d0fe8c22f23ca40cd
I need information from the identification card,current NY State Insurance ID card auto liability insurance 2,Yes,"[{'sp_id': '14', 'label': 'solution'}]",send an electronic notice of insurance coverage to the DMV (your insurance agent or broker cannot file this notice) Your NY State Insurance ID cards and the electronic notice together verify your coverage. We need both. You must register your vehicle within 180 days of the effective date on your Insurance ID Card. Bring one copy or form of your Insurance ID Card with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone,Register a leased vehicle#1_0,4019984cd0fd4c57f519c02376f7a42b
No I have no time for that nowadays.,But do you know that to register you must bring some document to DMV?,No I have no time for that nowadays.,"[{'sp_id': '13', 'label': 'precondition'}]","If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV",Register a vehicle I bought at a sheriff or marshal auction#3_0,73766b638e47a5f794324ddc1d88300e
"No, I don't know",Are you out of New York to register?,No,"[{'sp_id': '18', 'label': 'precondition'}]","There is a lien on my out-of state title certificate. Is that OK? 
Yes. If there is a lien on your out - of - state title certificate , the NYS DMV records the lien on your NYS title record and on your NYS title certificate. To remove the lien , you must provide proof that the lien has been satisfied you paid your vehicle loan off. For more information , see remove or add a lienholder from a title [5].",Register an out-of-state vehicle#1_0,facaa3acb6b39c8eb633ad0bf986e3a0
What should I do after passing my road test if I am 16 years old and I have a Class DJ driver license?,"You must obey the restrictions for junior drivers. For more information, I invite you to see the Graduated Driver License GDL Law and restrictions on drivers under age 18.",obey the restrictions for junior drivers,"[{'sp_id': '59', 'label': 'solution'}]","After you pass your test 
our license examiner will give you an interim license that allows you to drive. Keep the interim license with your photo learner permit you will receive your photo driver license in the mail, in about 2 weeks if you are under age 18 and have a Class DJ, MJ or DJMJ driver license , you must obey the restrictions for junior drivers see Graduated Driver License GDL Law and restrictions on drivers under age 18 [9 ]",Schedule and take a road test#1_0,a3410d0b5db311968b3759e57f2ed5f8
can you give me details of DMV,"his transaction can only be processed in person , at a DMV office, see our office locations and hours",,"[{'sp_id': '26', 'label': 'solution'}]",At the DMV,Exchange your out-of-state driver license#1_0,e6e874c70b276a50611ed7a5f0e57b7a
"That's it. I'm interested in possible damages, thanks.","If you're looking to check about any possible damage in your vehicle-to-be, please make use of the National Insurance Crime Bureau database. IN that way, you can verify if the vehicle has some damage due flood. You'll need to have the vehicle's VIN.",(iii),"[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}]","Changing names 
You cannot change the name on the vehicle registration or the title certificate to the name of another person. You must transfer the ownership of the vehicle. 

Flood damage 
You can check the National Insurance Crime Bureau database [12] to see if a vehicle is flood damaged. You will need the Vehicle Identification Number VIN. 

Tips for buying a vehicle 
Read the DMV brochures, Let the Buyer Be Aware [13], and Q&A About Your Title Certificate [14].",Buy or sell a vehicle (transfer ownership)#3_0,275f1e5d8a71008b42d58adf9412b829
