question,answer,model_answer,retrived_doc,ref,attribution,doc_id
"I was wondering, about a month ago i was convicted for a violation but it wasn't me, what can i do about it? Is there any resource i can use?","You can use the hearing resource for case revision. But if you're looking for a non-guilty outcome, i'm afraid DMV hearing isn't for that.",Is there any resource I can use to help me with this?,"Check My Points
You use the MyDMV' My License, Permit or ID' service to check your points. You will need the ID number and document number from your New York State driver license , learner permit , or Non - Driver ID Check my points through MyDMV [4] [4 ] If you claim that someone else committed a violation on your record , you can request a hearing. But you cannot request a DMV hearing to prove that you were not guilty of the violations. Once 18 months have passed from the violation date , the points for that
violation no longer count toward your total. However , the points remain on your driving record as long as the conviction remains on your record and may be used by your insurance company to increase premiums.","[{'sp_id': '53', 'label': 'solution'}, {'sp_id': '54', 'label': 'solution'}, {'sp_id': '55', 'label': 'solution'}]",But you cannot request a DMV hearing to prove that you were not guilty of the violations.,About the NYS Driver Point System#3_0
Is there any way i can put down my points account?,There is. You have the Point and Insurance Reduction Program course. It's a DMV-approved course that will help to prevent you from losing your license in the event you accrued 11 or more points in your record.,Yes,"Point and Insurance Reduction Program 
Taking a DMV - approved Point and Insurance Reduction Program PIRP course will help to prevent you from losing your license in the event you accrued 11 or more points on your driving record 4 points are' subtracted' for the purposes of a suspension if you have 11 or more points the tickets / pointsphysically come off your driving record save 10 percent on your automobile liability and collision insurance premiums Learn more about the PIRP course [3].
Check My Points
You use the MyDMV' My License, Permit or ID' service to check your points. You will need the ID number and document number from your New York State driver license , learner permit , or Non - Driver ID Check my points through MyDMV [4] [4 ] If you claim that someone else committed a violation on your record , you can request a hearing. But you cannot request a DMV hearing to prove that you were not guilty of the violations. Once 18 months have passed from the violation date , the points for that","[{'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",,About the NYS Driver Point System#3_0
"Isn't that great, huh?.  Now please, if happens i'm out of the state and i'm convicted for any traffic violation, that will affect my record in NYS?","Don't you worry. Unless that violation occurred on Ontario or Quebec, any out-of-state conviction won't be adding any points to your driving record.",Yes,"Out-of-state convictions
If you are convicted of a traffic violation in another state or country , points are not added to your New York State driving record, unless the violation occurred in Ontario or Quebec. New York State has a reciprocal agreement with Quebec and Ontario. Traffic violation convictions that occur in these provinces are recorded on your New York State driver record , and the convictions have the same effect and carry the same points as convictions that occur in New York State. This can affect your
driver violation point total and Driver Responsibility Assessment.","[{'sp_id': '27', 'label': 'solution'}]",,About the NYS Driver Point System#3_0
"I have a query in relation to the Driver Violation Point System, what exactly is it and how does it operate?",The Driver Violation Point System is a way for the DMV to highlight high risk drivers and allocate points for certain traffic violations that may occur,"The Driver Violation Point System gives the New York State DMV a way to identify and take action against high risk drivers. The DMV assigns points for certain traffic violations. If you get 11 points in an 18-month period, your driver license may be suspended. 1 However, the point system is not the only way to lose your license see Suspensions and Revocations [1].","What is the Driver Violation Point System and how does it work? 
The Driver Violation Point System gives the New York State DMV a way to identify and take action against high risk drivers. The DMV assigns points for certain traffic violations. If you get 11 points in an 18-month period , your driver license may be suspended. 1 However , the point system is not the only way to lose your license see Suspensions and Revocations [1].
How your point total is calculated 
you must be convicted of the traffic violation before points are added to your driving record your point total is calculated based on the date of the violation, not the date of the conviction the points for violations that all occurred within the last 18 months are added to calculate your point total 2 

Number of points assigned for common traffic violations","[{'sp_id': '2', 'label': 'solution'}, {'sp_id': '3', 'label': 'solution'}]",The Driver Violation Point System gives the New York State DMV a way to identify and take action against high risk drivers.,About the NYS Driver Point System#3_0
"Hello, i was told to use this for getting info IRP registration and plates?",Are you looking to surrender an IRP registration to avoid renewing the registration?,yes,"Surrender IRP registration and plates[1] 
To surrender an IRP registration because you do not wish to renew the registration , send the apportioned plates and the cab card to the address below. If you wish to renew at a later time and do not surrender your apportioned plates , you will be charged a registration fee for the entire year.
Surrender an IRP registration by mail 
To surrender the IRP registration and delete the vehicle from your fleet 1 complete and sign the Schedule A & C pdf [2] IRP-6. In Part 1 , , check DELETE VEHICLE and complete the sections of the form and Part 2 , the Deletion section send the apportioned plates and the cab card with Schedule A & C pdf [2] IRP-6 

Send the surrendered items to 
International Registration BureauPO Box 2850 ESPAlbany , NY 12220 - 0850","[{'sp_id': '2', 'label': 'precondition'}]",,Surrender IRP registration and plates#1_0
"Yes, i want to do that.","In that case, you must send your apportioned plates and the cab card to the address we give you.",IRP registration,"Surrender IRP registration and plates[1] 
To surrender an IRP registration because you do not wish to renew the registration , send the apportioned plates and the cab card to the address below. If you wish to renew at a later time and do not surrender your apportioned plates , you will be charged a registration fee for the entire year.
Surrender an IRP registration by mail 
To surrender the IRP registration and delete the vehicle from your fleet 1 complete and sign the Schedule A & C pdf [2] IRP-6. In Part 1 , , check DELETE VEHICLE and complete the sections of the form and Part 2 , the Deletion section send the apportioned plates and the cab card with Schedule A & C pdf [2] IRP-6 

Send the surrendered items to 
International Registration BureauPO Box 2850 ESPAlbany , NY 12220 - 0850","[{'sp_id': '3', 'label': 'solution'}]","Surrender an IRP registration by mail 
To surrender the IRP registration and delete the vehicle from your fleet 1 complete and sign the Schedule A & C pdf [2] IRP-6.",Surrender IRP registration and plates#1_0
And if i'm located in Albany?,Then you must surrender the IRP registration and delete the vehicle from your fleet along with the completion of form Schedule A&C.,"Albany, NY 12228","Surrender an IRP registration by mail 
To surrender the IRP registration and delete the vehicle from your fleet 1 complete and sign the Schedule A & C pdf [2] IRP-6. In Part 1 , , check DELETE VEHICLE and complete the sections of the form and Part 2 , the Deletion section send the apportioned plates and the cab card with Schedule A & C pdf [2] IRP-6 

Send the surrendered items to 
International Registration BureauPO Box 2850 ESPAlbany , NY 12220 - 0850
Surrender an IRP registration at the Customer Service Counter in Albany
To surrender the IRP registration and delete the vehicle from your fleet 2 complete and sign form Schedule A & C pdf [2]. In Part 1 , , check DELETE VEHICLE and complete the Carrier and Fleet Information sections of the form and Part 2 , the Deletion section bring the completed Schedule A & C pdf [2], the apportioned plates, and the cab card to Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228","[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]","In Part 1 , , check DELETE VEHICLE and complete the Carrier and Fleet Information sections of the form and Part 2 , the Deletion section bring the completed Schedule A & C pdf [2], the apportioned plates, and the cab card to Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228",Surrender IRP registration and plates#1_0
"Ok, thank you. Another question, i've paid fees in other jurisdictions, It is possible to get a refund for those IRP fees?","Yes, it is possible. With that intention, you must meet the following: the other jurisdiction made a mistake and that mistake is in your invoice and you paid the registration fees twice for just one vehicle. If you meet those, then a refund request is indeed possible.",Yes,"before the effective date of the IRP registration 3 To request a refund, complete Request for Refund pdf [3] MV-215, and send it to IRB office. DMV must subtract a $5.00 processing fee from the refund amount , and the minimum amount of a refund is $1.00. You can request a refund only of IRP registration fees under the conditions listed above. You cannot get a refund of cab card fees, vehicle plate fees, or IRP Temporary Authority fees.
How do I get a refund of the NY State portion of the IRP registration fees I paid to other jurisdictions?
You may request a refund of the NY State portion of an IRP registration fee paid to another jurisdiction only if the other jurisdiction made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles IRB must receive written verification from the other jurisdiction. The verification must include the registered weight of the vehicle, the apportioned mileage percentage, the fee paid to New York State and the reason a refund is","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}]",,Surrender IRP registration and plates#1_0
I want information about how to surrender a an IRP registration please.,The reason for surrender is because you do not want to renew your registration?,IRP Registration,"vehicle will replace the current vehicle. You must return the unused cab card, sticker and apportioned plates within 60 days after you received them original or within 60 days of the effective date of registration renewal
Do it by phone: 
You can't surrender your IPR registration by phone. You can call the IRB with questions at 1 - 518 - 473 - 5834. 

Do it by mail: 
You can surrender your IRP registration by mail. Follow the instructions on this page and Schedule A&C [2] IRP-6. 

Do it at the DMV: 
You can surrender an IRP registration at the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228 You can't surrender an IRP registration at a DMV local office.
Show ""do it online"" button in megamenu: 


Topic: 
Motor Carriers [4 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?:","[{'sp_id': '2', 'label': 'precondition'}]","Do it by mail: 
You can surrender your IRP registration by mail.",Surrender IRP registration and plates#1_0
"Hello, I need to replace my title certificate. But I'm busy at work almost every day so I can't go to DMV, so I want to do that by mail, I already tried but I think I messed up. Could you help me with that?",Did you aready send any documents to DMV?,"Yes, I can help you.","We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
By mail 


Send these items to the DMV 
a completed Application for Duplicate Title PDF [4] MV-902 proof of identity - this can be a photocopy of your NY State Driver License, Learner Permit, or Non - Driver ID see Proofs of Identify for Registration and Title PDF [5] ID-82 for other acceptable proof a personal check or money order for $20.00 payable to Commissioner of Motor Vehicles 

Mail to 


Receive by standard mail 
Title BureauNYS DMVPO Box 2750Albany , NY 12220 - 0750","[{'sp_id': '44', 'label': 'precondition'}]",We mail your new title to the current address on your title record.,Replace a title certificate#1_0
"Yes, I sent two documents but It seems that either, those were wrong documents, or I missed some documents when I sent them. ","Ok, no problem. I'll tell you what documents you need to send; if you already sent one of the documents on the list, simply send the ones you didn't send. DMV save all of that, so when you submit the ones you missed DMV will start your process.
1)  A completed Application for Duplicate Title PDF  MV-902s
2) Proof of Identity: this can be a photocopy of your NY State driver license, driver permit, or non-driver ID. You can see the Title PDF ID-82 for more acceptable proofs. 
3 A personal check or money order for $20, paytable to Commissioner of Motor Vehicles
","I sent two documents but it seems that either, those were wrong documents, or I missed some documents when I sent them.","We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
By mail 


Send these items to the DMV 
a completed Application for Duplicate Title PDF [4] MV-902 proof of identity - this can be a photocopy of your NY State Driver License, Learner Permit, or Non - Driver ID see Proofs of Identify for Registration and Title PDF [5] ID-82 for other acceptable proof a personal check or money order for $20.00 payable to Commissioner of Motor Vehicles 

Mail to 


Receive by standard mail 
Title BureauNYS DMVPO Box 2750Albany , NY 12220 - 0750","[{'sp_id': '45', 'label': 'solution'}]","If you have allowed someone else to register your vehicle , you cannot change the address on your title record online.",Replace a title certificate#1_0
"Thanks. I want my son to apply for a title certificate, but I'm lost and I don't know how to apply for it. I did mine, ages ago so It's out of my memory. ","You have to use the Application for Title Only PDF MV-82TON, and follow the instructions carefully. ",You can apply for a replacement title online.,"You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Apply for a title certificate only
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]","For this reason , the fastest and easiest way to apply for a replacement title is to do it online.",Replace a title certificate#1_0
Would it be a problem if he moves later? He's already 18 and has plans on moving out. ,He'll have to change his address. ,Yes,"To order online 
you must be the owner of the vehicle or boat you must have a current U.S. address on file with the DMV 1 the vehicle must be registered and titled in New York State there can be no other changes to the information listed on the title certificate
You cannot order online if
a title certificate was processed within the last 15 days the title certificate is a duplicate title certificate requesting removal of a lien an original or amended title certificate in the name of a deceased owner ordered using a Power of Attorney Examples: a title ordered before 8 p.m. on Tuesday is printed on Wednesday and mailed on Thursday a title ordered after 8 p.m. on Tuesday is printed on Thursday and mailed on Friday A' business day' is a weekday that is not a state holiday. If you","[{'sp_id': '76', 'label': 'solution'}]",,Replace a title certificate#1_0
What would he need to do update his address?Does he have to communicate with DMV or send them some items to their office? ,"He'll have to go to a DMV office and provide  a completed Application for Duplicate Title PDF MV-902s a proof of identity and $ 20.00 for the replacement fee. Pretty much the same for replacing a title certificate. 
",Contact the Title Services Bureau at 1 - 518 - 486 - 4714,"We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
By mail 


Send these items to the DMV 
a completed Application for Duplicate Title PDF [4] MV-902 proof of identity - this can be a photocopy of your NY State Driver License, Learner Permit, or Non - Driver ID see Proofs of Identify for Registration and Title PDF [5] ID-82 for other acceptable proof a personal check or money order for $20.00 payable to Commissioner of Motor Vehicles 

Mail to 


Receive by standard mail 
Title BureauNYS DMVPO Box 2750Albany , NY 12220 - 0750","[{'sp_id': '59', 'label': 'solution'}]",Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title.,Replace a title certificate#1_0
"Ok, one more question. Regarding my replacement title, I reckon I have some time today to go to a DMV office, I think it'll be faster than doing it by mail. Would I be issued my replacement immediately?","No, you won't be issued the replacement title while you are there. All title certificates are printed in a secure facility in Albany and are mailed to the owners. For this reason I suggest you stick to doing the whole process by mail, since it's faster and you can do it from the comfort of your home. ",Yes,"We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
By mail 


Send these items to the DMV 
a completed Application for Duplicate Title PDF [4] MV-902 proof of identity - this can be a photocopy of your NY State Driver License, Learner Permit, or Non - Driver ID see Proofs of Identify for Registration and Title PDF [5] ID-82 for other acceptable proof a personal check or money order for $20.00 payable to Commissioner of Motor Vehicles 

Mail to 


Receive by standard mail 
Title BureauNYS DMVPO Box 2750Albany , NY 12220 - 0750","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",,Replace a title certificate#1_0
"Hey, i was looking for information to replace a title certificate using mail.",Are you sending any items to the DMV?,What is the process of replacing a title certificate?,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '44', 'label': 'precondition'}]","Express mail 
We can send you your replacement title by express mail.",Replace a title certificate#1_0
"Yes, i'll do it.",Perfect. Then make sure you send a completed form MV-902 also know as Application for Duplicate Title.,"Yes, I'll do it.","Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online
To order online 
you must be the owner of the vehicle or boat you must have a current U.S. address on file with the DMV 1 the vehicle must be registered and titled in New York State there can be no other changes to the information listed on the title certificate","[{'sp_id': '45', 'label': 'solution'}]","This will cost extra , and you will need to sign for the delivery.",Replace a title certificate#1_0
"Ok. And what about if i apply for a title certificate, instead?","For that scenario, You'll need to complete form MV-82TON or Application for Title Only. Make sure you read instructions carefully and follow them with accuracy.","You will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason, the fastest and easiest way to apply for a replacement title is to do it online.","You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Apply for a title certificate only
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]","You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there.",Replace a title certificate#1_0
"The same day i apply for it, i mean?","Sorry, but that would be a no. For practical reasons, all certificates are printed in a secure facility foreign to the DMV and then mailed to you. That way is more fast and easy.",the same day it was ordered,"a title certificate was processed within the last 15 days the title certificate is a duplicate title certificate requesting removal of a lien an original or amended title certificate in the name of a deceased owner ordered using a Power of Attorney Examples: a title ordered before 8 p.m. on Tuesday is printed on Wednesday and mailed on Thursday a title ordered after 8 p.m. on Tuesday is printed on Thursday and mailed on Friday A' business day' is a weekday that is not a state holiday. If you
order your title certificate during or before a weekend and/or a state holiday , the title certificate cannot be processed until the next business day after the weekend and/or state holiday. An online transaction can only be cancelled on the same day it was ordered.
We mail to the address on the title record","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",An online transaction can only be cancelled on the same day it was ordered.,Replace a title certificate#1_0
"Um, sounds logical. In any case, what items i need to bring to DMV when i look for the replacement process?",You have to bring with you a completed Application for Duplicate Title or MV-902.,a replacement title certificate,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '59', 'label': 'solution'}]","Express mail 
We can send you your replacement title by express mail.",Replace a title certificate#1_0
"I would like to get a replacement title certificate, can I do this by mail?",Have you already received documentation regarding the replacement of your title certificate?,Yes,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '44', 'label': 'precondition'}]",,Replace a title certificate#1_0
"If I apply for a replacement title certificate at the DMV office, can they issue the certificate to me there and then?","You cannot get the replacement title certificate issued to you in the DMV office, all replacement certificates are printed in a secure facility and are mailed to the owners. The quickest and easiest way to apply for a replacement certificate is to apply online",Yes,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",,Replace a title certificate#1_0
Can I order the replacement certificate online?,"To order a replacement title certificate online, you must be the owner of the vehicle, you must have a current UD address on file with the DMV and the vehicle in question must be registered and titled in New York State",Yes,"Receive by express mail 
Duplicate Title CertificatesNYS DMV6 Empire State PlazaAlbany, NY 12228 Use the Title Service Bureau phone number , 1 - 518 - 486 - 4714, on your express mail bill. Sending an application express mail will not decrease the time it takes to review the application or issue the replacement title. 

At an office 


Bring these items to a DMV office 
a completed Application for Duplicate Titl PDF [4] MV-902 proof of identity 2 $ 20.00 for the replacement fee
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Apply for a title certificate only","[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",,Replace a title certificate#1_0
What happens if I apply for a replacement title certificate at a DMV office?,"You won't receive your replacement title certificate at the DMV office, they are printed at an off-site facility and are mailed to the owner",You will NOT be issued the replacement title while there,"Receive by express mail 
Duplicate Title CertificatesNYS DMV6 Empire State PlazaAlbany, NY 12228 Use the Title Service Bureau phone number , 1 - 518 - 486 - 4714, on your express mail bill. Sending an application express mail will not decrease the time it takes to review the application or issue the replacement title. 

At an office 


Bring these items to a DMV office 
a completed Application for Duplicate Titl PDF [4] MV-902 proof of identity 2 $ 20.00 for the replacement fee
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Apply for a title certificate only","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","At an office 


Bring these items to a DMV office 
a completed Application for Duplicate Titl PDF [4] MV-902 proof of identity 2 $ 20.00 for the replacement fee
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there.",Replace a title certificate#1_0
Where is the replacement certificate sent if the registration for the vehicle is in my name?,"The re[placement is mailed to the address that is held on file for you. If you wish to amend this address, please do this online before replacing your title certificate",online,"We mail to the address on the title record
We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]","[{'sp_id': '34', 'label': 'solution'}]",Replace a title certificate online [3 ],Replace a title certificate#1_0
I need further information about replacing a title certificate only,"For a title certificate only replacement, you must use the Application for Title Only PDF (6) MV-82TON and follow the instructions carefully",Yes,"You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Apply for a title certificate only
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",,Replace a title certificate#1_0
"Please, tell me about replacing a title certificate.",will you apply for a replacement title at a DMV office?,"When you apply for a replacement title at a DMV office, we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.","Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '2', 'label': 'precondition'}]","Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there.",Replace a title certificate#1_0
"yes, I need to apply for a replacement of a title certificate.","In that case, the DMV office won't hand you the new title while you are there. The DMV prints the title certificates in Albany and then mails them to the vehicle owner.",yes,"You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Apply for a title certificate only
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",,Replace a title certificate#1_0
what items do I need to bring to the DMV office?,"first, you need a completed Application for Duplicate Title form (PDF MV-902)",a replacement title,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '59', 'label': 'solution'}]","Express mail 
We can send you your replacement title by express mail.",Replace a title certificate#1_0
Can I get the replacement title faster using the express mail?,"Yes, we can send you the replacement title via express mail but you'll have to pay extra for it and you'll need to sign for the delivery.",Express mail will not decrease the time it takes to review your application or issue the replacement title.,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online
To order online 
you must be the owner of the vehicle or boat you must have a current U.S. address on file with the DMV 1 the vehicle must be registered and titled in New York State there can be no other changes to the information listed on the title certificate","[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}, {'sp_id': '8', 'label': 'solution'}]",Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title.,Replace a title certificate#1_0
What can I do if I don't have a NY State Driver License Permit?,You still can provide other kinds of proof.,Provide other kinds of proof,"Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
both identity and age. If you don t have a New York State Driver License, Learner Permit, or Non - Driver ID , you can provide other kinds of proof [7].
Show ""do it online"" button in megamenu: 


Topic: 
Registration [8 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:","[{'sp_id': '79', 'label': 'solution'}]","If you don t have a New York State Driver License, Learner Permit, or Non - Driver ID , you can provide other kinds of proof [7].",Replace a title certificate#1_0
