question,answer,model_answer,retrived_doc,ref,attribution,doc_id
"Yes, i want to do that.","In that case, you must send your apportioned plates and the cab card to the address we give you.","I'm sorry, I'm not sure.","Surrender IRP registration and plates[1] 
To surrender an IRP registration because you do not wish to renew the registration , send the apportioned plates and the cab card to the address below. If you wish to renew at a later time and do not surrender your apportioned plates , you will be charged a registration fee for the entire year.
To surrender the IRP registration and delete the vehicle from your fleet 2 complete and sign form Schedule A & C pdf [2]. In Part 1 , , check DELETE VEHICLE and complete the Carrier and Fleet Information sections of the form and Part 2 , the Deletion section bring the completed Schedule A & C pdf [2], the apportioned plates, and the cab card to Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228
You may request a refund of the NY State portion of an IRP registration fee paid to another jurisdiction only if the other jurisdiction made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles IRB must receive written verification from the other jurisdiction. The verification must include the registered weight of the vehicle, the apportioned mileage percentage, the fee paid to New York State and the reason a refund is
Surrender an IRP registration by mail 
To surrender the IRP registration and delete the vehicle from your fleet 1 complete and sign the Schedule A & C pdf [2] IRP-6. In Part 1 , , check DELETE VEHICLE and complete the sections of the form and Part 2 , the Deletion section send the apportioned plates and the cab card with Schedule A & C pdf [2] IRP-6 

Send the surrendered items to 
International Registration BureauPO Box 2850 ESPAlbany , NY 12220 - 0850","[{'sp_id': '3', 'label': 'solution'}]","If you wish to renew at a later time and do not surrender your apportioned plates , you will be charged a registration fee for the entire year.",Surrender IRP registration and plates#1_0
And if i'm located in Albany?,Then you must surrender the IRP registration and delete the vehicle from your fleet along with the completion of form Schedule A&C.,Albany,"Surrender an IRP registration at the Customer Service Counter in Albany
You may request a refund of the NY State portion of an IRP registration fee paid to another jurisdiction only if the other jurisdiction made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles IRB must receive written verification from the other jurisdiction. The verification must include the registered weight of the vehicle, the apportioned mileage percentage, the fee paid to New York State and the reason a refund is
Surrender IRP registration and plates[1] 
To surrender an IRP registration because you do not wish to renew the registration , send the apportioned plates and the cab card to the address below. If you wish to renew at a later time and do not surrender your apportioned plates , you will be charged a registration fee for the entire year.
You may qualify for a refund of IRP registration fees you paid to NY State if you surrender the apportioned plates to the NY State IRB and any of these listed conditions occurred the NY State IRB made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles you paid standard registration renewal fees in error after you changed to an IRP registration you can provide proof that the last date of operation of a vehicle occurred","[{'sp_id': '18', 'label': 'solution'}, {'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]","Surrender an IRP registration at the Customer Service Counter in Albany
You may request a refund of the NY State portion of an IRP registration fee paid to another jurisdiction only if the other jurisdiction made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles IRB must receive written verification from the other jurisdiction.",Surrender IRP registration and plates#1_0
"Ok, thank you. Another question, i've paid fees in other jurisdictions, It is possible to get a refund for those IRP fees?","Yes, it is possible. With that intention, you must meet the following: the other jurisdiction made a mistake and that mistake is in your invoice and you paid the registration fees twice for just one vehicle. If you meet those, then a refund request is indeed possible.","Yes, you may qualify for a refund of IRP registration fees you paid to NY State if you surrender the apportioned plates to the NY State IRB and any of these listed conditions occurred the NY State IRB made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles","How do I get a refund of the NY State portion of the IRP registration fees I paid to other jurisdictions?
You may request a refund of the NY State portion of an IRP registration fee paid to another jurisdiction only if the other jurisdiction made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles IRB must receive written verification from the other jurisdiction. The verification must include the registered weight of the vehicle, the apportioned mileage percentage, the fee paid to New York State and the reason a refund is
You may qualify for a refund of IRP registration fees you paid to NY State if you surrender the apportioned plates to the NY State IRB and any of these listed conditions occurred the NY State IRB made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles you paid standard registration renewal fees in error after you changed to an IRP registration you can provide proof that the last date of operation of a vehicle occurred
How do I get a refund of IRP registration fees I paid to NY State?","[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}]",You may request a refund of the NY State portion of an IRP registration fee paid to another jurisdiction only if the other jurisdiction made an error and the error is on your invoice you paid duplicate apportioned registration fees for the same vehicle or vehicles IRB must receive written verification from the other jurisdiction.,Surrender IRP registration and plates#1_0
I want information about how to surrender a an IRP registration please.,The reason for surrender is because you do not want to renew your registration?,Do it by phone,"Do it by phone: 
You can't surrender your IPR registration by phone. You can call the IRB with questions at 1 - 518 - 473 - 5834. 

Do it by mail: 
You can surrender your IRP registration by mail. Follow the instructions on this page and Schedule A&C [2] IRP-6. 

Do it at the DMV: 
You can surrender an IRP registration at the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228 You can't surrender an IRP registration at a DMV local office.
Surrender IRP registration and plates[1] 
To surrender an IRP registration because you do not wish to renew the registration , send the apportioned plates and the cab card to the address below. If you wish to renew at a later time and do not surrender your apportioned plates , you will be charged a registration fee for the entire year.
Surrender an IRP registration by mail 
To surrender the IRP registration and delete the vehicle from your fleet 1 complete and sign the Schedule A & C pdf [2] IRP-6. In Part 1 , , check DELETE VEHICLE and complete the sections of the form and Part 2 , the Deletion section send the apportioned plates and the cab card with Schedule A & C pdf [2] IRP-6 

Send the surrendered items to 
International Registration BureauPO Box 2850 ESPAlbany , NY 12220 - 0850
Surrender an IRP registration at the Customer Service Counter in Albany","[{'sp_id': '2', 'label': 'precondition'}]","Do it by phone: 
You can't surrender your IPR registration by phone.",Surrender IRP registration and plates#1_0
"Hello, I need to replace my title certificate. But I'm busy at work almost every day so I can't go to DMV, so I want to do that by mail, I already tried but I think I messed up. Could you help me with that?",Did you aready send any documents to DMV?,Yes,"there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '44', 'label': 'precondition'}]",,Replace a title certificate#1_0
"Yes, I sent two documents but It seems that either, those were wrong documents, or I missed some documents when I sent them. ","Ok, no problem. I'll tell you what documents you need to send; if you already sent one of the documents on the list, simply send the ones you didn't send. DMV save all of that, so when you submit the ones you missed DMV will start your process.
1)  A completed Application for Duplicate Title PDF  MV-902s
2) Proof of Identity: this can be a photocopy of your NY State driver license, driver permit, or non-driver ID. You can see the Title PDF ID-82 for more acceptable proofs. 
3 A personal check or money order for $20, paytable to Commissioner of Motor Vehicles
","I sent two documents but it seems that either, those were wrong documents, or I missed some documents when I sent them.","there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.","[{'sp_id': '45', 'label': 'solution'}]",Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title.,Replace a title certificate#1_0
"Thanks. I want my son to apply for a title certificate, but I'm lost and I don't know how to apply for it. I did mine, ages ago so It's out of my memory. ","You have to use the Application for Title Only PDF MV-82TON, and follow the instructions carefully. ",You will NOT be issued the replacement title while there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner. You will NOT get your new title at the DMV,"Apply for a title certificate only
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]","You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there.",Replace a title certificate#1_0
Would it be a problem if he moves later? He's already 18 and has plans on moving out. ,He'll have to change his address. ,no,"You cannot order online if
both identity and age. If you don t have a New York State Driver License, Learner Permit, or Non - Driver ID , you can provide other kinds of proof [7].
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
Show ""do it online"" button in megamenu: 


Topic: 
Registration [8 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:","[{'sp_id': '76', 'label': 'solution'}]",": 


yes or no survey:",Replace a title certificate#1_0
What would he need to do update his address?Does he have to communicate with DMV or send them some items to their office? ,"He'll have to go to a DMV office and provide  a completed Application for Duplicate Title PDF MV-902s a proof of identity and $ 20.00 for the replacement fee. Pretty much the same for replacing a title certificate. 
",He would have to communicate with DMV.,"there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '59', 'label': 'solution'}]",Follow the instructions carefully.,Replace a title certificate#1_0
"Ok, one more question. Regarding my replacement title, I reckon I have some time today to go to a DMV office, I think it'll be faster than doing it by mail. Would I be issued my replacement immediately?","No, you won't be issued the replacement title while you are there. All title certificates are printed in a secure facility in Albany and are mailed to the owners. For this reason I suggest you stick to doing the whole process by mail, since it's faster and you can do it from the comfort of your home. ",No,"there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]",,Replace a title certificate#1_0
"Hey, i was looking for information to replace a title certificate using mail.",Are you sending any items to the DMV?,Is there anything else I can help you with?,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '44', 'label': 'precondition'}]",Please make certain your contact information with the DMV is up to date.,Replace a title certificate#1_0
"Yes, i'll do it.",Perfect. Then make sure you send a completed form MV-902 also know as Application for Duplicate Title.,yes,"Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online
Show ""do it online"" button in megamenu: 


Topic: 
Registration [8 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:
We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.","[{'sp_id': '45', 'label': 'solution'}]",": 


yes or no survey:
We mail your new title to the current address on your title record.",Replace a title certificate#1_0
"Ok. And what about if i apply for a title certificate, instead?","For that scenario, You'll need to complete form MV-82TON or Application for Title Only. Make sure you read instructions carefully and follow them with accuracy.",You will NOT be issued the replacement title while there.,"Apply for a title certificate only
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]","A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there.",Replace a title certificate#1_0
"The same day i apply for it, i mean?","Sorry, but that would be a no. For practical reasons, all certificates are printed in a secure facility foreign to the DMV and then mailed to you. That way is more fast and easy.",the next business day after the weekend and/or state holiday,"order your title certificate during or before a weekend and/or a state holiday , the title certificate cannot be processed until the next business day after the weekend and/or state holiday. An online transaction can only be cancelled on the same day it was ordered.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online
Apply for a title certificate only
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]","order your title certificate during or before a weekend and/or a state holiday , the title certificate cannot be processed until the next business day after the weekend and/or state holiday.",Replace a title certificate#1_0
"Um, sounds logical. In any case, what items i need to bring to DMV when i look for the replacement process?",You have to bring with you a completed Application for Duplicate Title or MV-902.,"A New York State Driver License, Learner Permit, or Non - Driver ID card","Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of","[{'sp_id': '59', 'label': 'solution'}]","A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of",Replace a title certificate#1_0
"I would like to get a replacement title certificate, can I do this by mail?",Have you already received documentation regarding the replacement of your title certificate?,Yes,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online
We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,","[{'sp_id': '44', 'label': 'precondition'}]",,Replace a title certificate#1_0
"If I apply for a replacement title certificate at the DMV office, can they issue the certificate to me there and then?","You cannot get the replacement title certificate issued to you in the DMV office, all replacement certificates are printed in a secure facility and are mailed to the owners. The quickest and easiest way to apply for a replacement certificate is to apply online",You will NOT be issued the replacement title while there.,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}, {'sp_id': '67', 'label': 'solution'}]","You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there.",Replace a title certificate#1_0
Can I order the replacement certificate online?,"To order a replacement title certificate online, you must be the owner of the vehicle, you must have a current UD address on file with the DMV and the vehicle in question must be registered and titled in New York State",No,"You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Express mail 
We can send you your replacement title by express mail. This will cost extra , and you will need to sign for the delivery. Express mail is not available between Friday at 8:30 pm and Sunday at 8:30 pm. Sending us an application by express mail will not decrease the time it takes to review your application or issue the replacement title. 

Online
You cannot order online if","[{'sp_id': '13', 'label': 'solution'}, {'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}]",,Replace a title certificate#1_0
What happens if I apply for a replacement title certificate at a DMV office?,"You won't receive your replacement title certificate at the DMV office, they are printed at an off-site facility and are mailed to the owner",You will NOT be issued the replacement title while there,"You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
there is no guarantee that the USPS will forward your DMV documents to the new address. Please make certain your contact information with the DMV is up to date. Replace a title certificate online [3 ]","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]","You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there.",Replace a title certificate#1_0
Where is the replacement certificate sent if the registration for the vehicle is in my name?,"The re[placement is mailed to the address that is held on file for you. If you wish to amend this address, please do this online before replacing your title certificate",to the address on file at the DMV,"We mail your new title to the current address on your title record. If the registration for your vehicle is in your name , you can first change your address online [2] and then replace your title. If you have allowed someone else to register your vehicle , you cannot change the address on your title record online. Please contact the Title Services Bureau at 1 - 518 - 486 - 4714 to update the address on your title. Note: If you file a request with the US Postal Service USPS to forward mail ,
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.","[{'sp_id': '34', 'label': 'solution'}]",Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV.,Replace a title certificate#1_0
I need further information about replacing a title certificate only,"For a title certificate only replacement, you must use the Application for Title Only PDF (6) MV-82TON and follow the instructions carefully",Yes,"Apply for a title certificate only
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.","[{'sp_id': '69', 'label': 'solution'}, {'sp_id': '70', 'label': 'solution'}]",,Replace a title certificate#1_0
"Please, tell me about replacing a title certificate.",will you apply for a replacement title at a DMV office?,You will NOT be issued the replacement title while there.,"Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Apply for a title certificate only
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.","[{'sp_id': '2', 'label': 'precondition'}]","A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there.",Replace a title certificate#1_0
"yes, I need to apply for a replacement of a title certificate.","In that case, the DMV office won't hand you the new title while you are there. The DMV prints the title certificates in Albany and then mails them to the vehicle owner.",yes,"Apply for a title certificate only
Replace a title certificate[1] 
When you apply for a replacement title at a DMV office , we will NOT hand you a new title while you are there. We print all title certificates in a secure facility in Albany and mail them to the vehicle owner.
Use the Application for Title Only PDF [6] MV-82TON. Follow the instructions carefully. Do not use to apply for both a vehicle registration and a title certificate at the same time replace a lost title certificate Your duplicate title certificate will be sent to the address on file at the DMV. If you moved , learn how to change your address [2]. A New York State Driver License, Learner Permit, or Non - Driver ID card that is current or not expired for more than 2 years can serve as proof of
You will not get your new title at the DMV 
When you apply for a replacement title at a DMV office , you will NOT be issued the replacement title while there. All title certificates are printed in a secure facility in Albany and are mailed to the owner. For this reason , the fastest and easiest way to apply for a replacement title is to do it online.","[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",,Replace a title certificate#1_0
