,question,answer,model_answer,true_ref_str,retrived_doc,answer_f1,answer_prec,answer_recall,autoais_retrevied(model_answer),att_f1,att_prec,att_recall,autoais_true_answer,ref_range,BLEU,ROUGHLS,BLEU_ANS,ROUGHLS_ANS,cos_sim,cos_sim_ans
495,"Oh, ok, that's a boomer. Fine, one more question. A little ago i sent to you my medical examiner's certificate and yesterday i received it back in my mail with a rejection letter, why's that?",You can find the rejection details by reading the letter. It's all explained in there.,I was not completed by a doctor,The rejection letter indicates why the Medical Examiner s Certificate is being returned to you. ,"9. Why did I receive my Medical Examiner s Certificate back in the mail with a rejection letter?
The rejection letter indicates why the Medical Examiner s Certificate is being returned to you. If information was incorrect, missing or illegible , you must contact your physician to have the form amended or another form completed. If your Medical Examiners Certificate was rejected because it was not completed by a doctor listed on the National Registry of Certified Medical Examiners , you must have a new exam completed by a doctor on the registry. To find a certified doctor in your area
5. I am eligible for an excepted operation, but I have a valid DOT Medical Examiner s Certificate. What driving type should I certify to?
11. Will you send me a reminder when my Medical Examiner s Certificate or my medical variance is going to expire?",0.1052631578947368,0.1666666666666666,0.0769230769230769,Yes,0.1805555555555555,0.099236641221374,1.0,It's impossible to say,"[(4963, 5059)]",0.0027096679518975,0.0011990078652065,0.0650821894420562,0.0178069515891174,0.53126967,0.49603966
496,"Yeah, hi, i'm looking for some info on self- certification.",Are you going to self-certify?,NI & NA,"

1. Why do I have to self-certify? 
","2. What are the self-certification driving types?
13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.",0.0,0.0,0.0,yes,0.065040650406504,0.0344827586206896,0.5714285714285714,yes,"[(22, 59)]",0.0028713796218435,0.0012552327151372,0.1920561263749893,0.0384819674608726,0.649917,0.39735365
497,"Yes, i want to do that.",That's ok. You'll be complying with the new federal regulations that require from all commercial drivers to certify to DMV the type of drive they are performing.,Yes,New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform.  Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate. ,"4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.
Yes , you are eligible for Excepted Intrastate operation EA. You must ensure that your CDL has the required restrictions: K CDL Intrastate Only and A3 Med Cert Exempt. CDL holders that certify to EA can only operate a commercial motor vehicle within New York State, and cannot deliver cargo coming from, or being delivered to, another state or foreign country.
NI then a Medical Examiner s Certificate is required. Remember , your certification can be changed anytime at a local DMV office through a license amendment transaction.
3. What if my driving type changes? 
If your driving type changes , you must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions. A transaction fee will apply. If you are self - certifying to a non - excepted driving type NA or NI you will need to bring a copy of your valid USDOT Medical Examiners Certificate if it is not already on file with DMV.",0.0,0.0,0.0,Yes,0.2152466367713005,0.1379310344827586,0.4897959183673469,It's impossible to say,"[(59, 220), (220, 372)]",0.0023026427363553,0.0010467060504718,0.537284965911771,0.0954120756313892,0.7244673,0.48965713
498,"Ok, thanks. In that regard, my CDL was recently downgraded because that lack of certification in my medical situation, can i have it back as it was before?","Yes, you can. You'll need to visit a local DMV office in order to upgrade back.",no,you will need to visit a local DMV office to upgrade your license back to a CDL. ,"Once your Medical Examiner s Certificate on file expires , you are no longer certified to drive commercial vehicles. A notice advising you of your not certified medical status and impending license downgrade 56 days from the date of notice will be sent to you. When we receive your new updated medical certificate , you will be re - certified. If your CDL was downgraded because of your "" not certified "" medical status , you will need to visit a local DMV office to upgrade your license back to a
6. I do not meet the USDOT federal medical requirements, and I cannot obtain a Medical Examiner s Certificate. I do not operate in any federal excepted operation, but I was able to keep my CDL because it was issued prior to 9/9/1999. Can I still keep my CDL license?
10. If I downgrade my license to a non-commercial class, am I eligible for a refund? 
No refund will be given as the driver will have the remainder of the renewal period as well as the two year grace period to be granted back the CDL without re - testing requirements. A refund is only allowed by law if the license is surrendered in full and there is 4 years or more remaining at the time of surrender.
Yes , DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. To register to receive these reminders , go to Get email and/or text reminders [4]. Failure to submit an updated Medical Examiner s Certificate, or medical variance, prior to the expiration date of the one on file may result in your CDL being downgraded. You should allow at least two weeks to process your",0.0,0.0,0.0,no,0.0896551724137931,0.0472727272727272,0.8666666666666667,"Yes, you can. You'll need to visit a local DMV office in order to upgrade back.","[(7211, 7292)]",0.0013713384512506,0.000651946729094,0.5946035575013605,0.080324235179392,0.7641455,0.47946376
499,"Got it. Um, i was told i need to be signed up into DMV's page to check my certification status, is that correct?","Well, it certainly will make your process more easy for you. Being signed up, you'll just need to go to License Status section, so you can determine how is it going with youe self-certification driving type, medical certification status and medical certification expiration date.",Yes,""" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. ","If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.
NI then a Medical Examiner s Certificate is required. Remember , your certification can be changed anytime at a local DMV office through a license amendment transaction.
you will have a medical certification status of "" Not Required "". Note: DMV is entering commercial driver self - certification and medical certification data daily, as soon as possible. However , due to the volume of responses it could take a period of time for a driver record to be fully updated. Self - certification driving types data will be entered and show first, followed later by medical certification data , So , there may be a period of time where an NI or NA driving type reflects a """,0.0,0.0,0.0,Yes,0.1682242990654205,0.0932642487046632,0.8571428571428571,"You can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certification expiration date.","[(7562, 7725)]",0.001811649157162,0.0008370402896584,0.4854917717073234,0.0862145427090973,0.65777314,0.48965713
500,"Ah, certainly sounds great. I'll sign up later. Other thing, i'm not so good with dates, is any way you can remind me when some of my documents is about to expire?","No problem. DMV take care about that, sending you reminders about your CDL and medical certifications status and related information, including expiration dates.",DMV,DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. ,"11. Will you send me a reminder when my Medical Examiner s Certificate or my medical variance is going to expire?
12. The Medical Examiner s Certificate I previously sent has since expired or is due to expire. My next doctor s appointment is not for another two weeks. What happens to my CDL in the meantime?
Yes , DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. To register to receive these reminders , go to Get email and/or text reminders [4]. Failure to submit an updated Medical Examiner s Certificate, or medical variance, prior to the expiration date of the one on file may result in your CDL being downgraded. You should allow at least two weeks to process your
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,",0.0833333333333333,1.0,0.0434782608695652,yes,0.200836820083682,0.1137440758293838,0.8571428571428571,Yes,"[(6083, 6265)]",0.0018447429017549,0.0008551828691718,0.537284965911771,0.0954120756313892,0.8516768,0.6469202
501,"Great. what i need to do or where to go for sign up for those reminders, please?",You just need to make use of the Get mail and/or text reminders option in your DMV profile.,Get email and / or text reminders,go to Get email and/or text reminders [4]. ,"Yes , DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. To register to receive these reminders , go to Get email and/or text reminders [4]. Failure to submit an updated Medical Examiner s Certificate, or medical variance, prior to the expiration date of the one on file may result in your CDL being downgraded. You should allow at least two weeks to process your
11. Will you send me a reminder when my Medical Examiner s Certificate or my medical variance is going to expire?
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.",0.2608695652173913,0.5,0.1764705882352941,Yes,0.0796019900497512,0.0414507772020725,1.0,Yes,"[(6306, 6349)]",0.0017619187932573,0.0008100492238873,0.0610432892123562,0.0169020528428722,0.8762264,0.5252675
502,"Yes, good afternoon. I need some guidance in self-certification, please.",No problem. Are you aware why you have to self-certify?,"No, you must go into a DMV office","

1. Why do I have to self-certify? 
","2. What are the self-certification driving types?
13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.
7. I work for a ""private"" company that provides school bus service to local school systems. Do I need to provide a Medical Examiner s Certificate or can I certify to ""EI""?",0.2352941176470588,0.2857142857142857,0.2,Yes,0.08,0.0441176470588235,0.4285714285714285,no,"[(22, 59)]",0.0050454066713637,0.0020651028331032,0.0588980545731109,0.0163080666782875,0.6750171,0.6369992
503,"Yes, i think i know what is it about.","Just in case you don't have all the information, let me fill in for you. New federal regulations require from all commercial drivers to certify to DMV the type of driving they perform or expect to perform. From there the necessity of self certify.",EI,New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform.  Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate. ,"7. I work for a ""private"" company that provides school bus service to local school systems. Do I need to provide a Medical Examiner s Certificate or can I certify to ""EI""?
If you operate or expect to operate in an excepted operation such as school operation for a private service , you can choose EI. School operation is defined as "" school to home / home to school "" operation and includes interstate operation for school operation only. This does not include field trips. Only applicants employed by a municipality can drive for out - of - state field trips. It is important to remember that when you choose driving type EI, you are limited to driving only for an
Yes , you are eligible for Excepted Intrastate operation EA. You must ensure that your CDL has the required restrictions: K CDL Intrastate Only and A3 Med Cert Exempt. CDL holders that certify to EA can only operate a commercial motor vehicle within New York State, and cannot deliver cargo coming from, or being delivered to, another state or foreign country.
6. I do not meet the USDOT federal medical requirements, and I cannot obtain a Medical Examiner s Certificate. I do not operate in any federal excepted operation, but I was able to keep my CDL because it was issued prior to 9/9/1999. Can I still keep my CDL license?",0.0,0.0,0.0,Yes,0.1515151515151515,0.0930232558139534,0.4081632653061224,No,"[(59, 220), (220, 372)]",0.0019085519228931,0.0008842663949786,0.0,0.0,0.6513183,0.44538438
504,"Yeah, i know. I tried to do it already but i receive my medical examiner certificate back in my mail some days ago. That's why i wanted to ask here what happened.",You can find rejection's cause by reading the letter throughly.,The rejection letter,The rejection letter indicates why the Medical Examiner s Certificate is being returned to you. ,"The rejection letter indicates why the Medical Examiner s Certificate is being returned to you. If information was incorrect, missing or illegible , you must contact your physician to have the form amended or another form completed. If your Medical Examiners Certificate was rejected because it was not completed by a doctor listed on the National Registry of Certified Medical Examiners , you must have a new exam completed by a doctor on the registry. To find a certified doctor in your area
13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?
9. Why did I receive my Medical Examiner s Certificate back in the mail with a rejection letter?
NI then a Medical Examiner s Certificate is required. Remember , your certification can be changed anytime at a local DMV office through a license amendment transaction.",0.1818181818181818,0.5,0.1111111111111111,yes,0.1857142857142857,0.1023622047244094,1.0,yes,"[(4963, 5059)]",0.0026133655341857,0.0011610101663508,0.0946949124688482,0.0237452456817785,0.69908917,0.41490138
505,Can you tell me what advantage i get sign in up for MyDMV?,"Sure. It can give you more control about your doings for check your certificate status, just checking under License Status.",License Status,""" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. ","If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,
Yes , DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. To register to receive these reminders , go to Get email and/or text reminders [4]. Failure to submit an updated Medical Examiner s Certificate, or medical variance, prior to the expiration date of the one on file may result in your CDL being downgraded. You should allow at least two weeks to process your
13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?
Self-Certification 


1. Why do I have to self-certify? 
New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform. Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate. This is a nationwide safety initiative that affects commercial driver in all states.",0.1818181818181818,1.0,0.1,Yes,0.1368821292775665,0.0743801652892562,0.8571428571428571,Yes,"[(7562, 7725)]",0.0014628637123177,0.0006909327171922,0.1377218994599253,0.0320258719813868,0.8093847,0.6317042
506,"Umm, is there any way to receive reminders for this type of procedures?","Yes, there is. Use MyDMV and go to Get Mail and / or text reminders.",Get email and / or text reminders,go to Get email and/or text reminders [4]. ,"Yes , DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. To register to receive these reminders , go to Get email and/or text reminders [4]. Failure to submit an updated Medical Examiner s Certificate, or medical variance, prior to the expiration date of the one on file may result in your CDL being downgraded. You should allow at least two weeks to process your
11. Will you send me a reminder when my Medical Examiner s Certificate or my medical variance is going to expire?
3. What if my driving type changes? 
If your driving type changes , you must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions. A transaction fee will apply. If you are self - certifying to a non - excepted driving type NA or NI you will need to bring a copy of your valid USDOT Medical Examiners Certificate if it is not already on file with DMV.
you will have a medical certification status of "" Not Required "". Note: DMV is entering commercial driver self - certification and medical certification data daily, as soon as possible. However , due to the volume of responses it could take a period of time for a driver record to be fully updated. Self - certification driving types data will be entered and show first, followed later by medical certification data , So , there may be a period of time where an NI or NA driving type reflects a """,0.5,0.8333333333333334,0.3571428571428571,yes,0.0615384615384615,0.0317460317460317,1.0,Yes,"[(6306, 6349)]",0.0013579982833202,0.0006413613978626,0.0610432892123562,0.0169020528428722,0.84233713,0.5252675
507,I need more info on self-certification,Do you need to self-certify?,NA or NI,"

1. Why do I have to self-certify? 
","2. What are the self-certification driving types?
13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?
Self-Certification 


1. Why do I have to self-certify? 
New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform. Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate. This is a nationwide safety initiative that affects commercial driver in all states.
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.",0.0,0.0,0.0,Yes,0.1228070175438596,0.0654205607476635,1.0,yes,"[(22, 59)]",0.0030406995279046,0.001320708952561,0.1827776114272561,0.0376392129269216,0.72443986,0.44881207
508,No,Do you want to know the self-certification driving types?,No,"

2. What are the self-certification driving types? 
","Non - Excepted Interstate NI : Commercial driving operation is permitted across state lines , and you are required to meet the Federal medical requirements Non - Excepted Intrastate NA : Commercial driving operation is restricted to New York State only , and you are required to meet the Federal medical requirements Excepted Interstate EI : Commercial driving operation is permitted across state lines for excepted operation only and you are exempt from the Federal medical requirements Excepted
Yes , you are eligible for Excepted Intrastate operation EA. You must ensure that your CDL has the required restrictions: K CDL Intrastate Only and A3 Med Cert Exempt. CDL holders that certify to EA can only operate a commercial motor vehicle within New York State, and cannot deliver cargo coming from, or being delivered to, another state or foreign country.
updated documents.
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,",0.0,0.0,0.0,Yes,0.0283018867924528,0.0145631067961165,0.5,Yes,"[(457, 510)]",0.0015599894580322,0.0007272838279402,0.5,0.067544361420347,0.6336802,0.53898513
509,No,Do you want to know what happens if your driving type changes?,No,"

3. What if my driving type changes? 
","Non - Excepted Interstate NI : Commercial driving operation is permitted across state lines , and you are required to meet the Federal medical requirements Non - Excepted Intrastate NA : Commercial driving operation is restricted to New York State only , and you are required to meet the Federal medical requirements Excepted Interstate EI : Commercial driving operation is permitted across state lines for excepted operation only and you are exempt from the Federal medical requirements Excepted
Yes , you are eligible for Excepted Intrastate operation EA. You must ensure that your CDL has the required restrictions: K CDL Intrastate Only and A3 Med Cert Exempt. CDL holders that certify to EA can only operate a commercial motor vehicle within New York State, and cannot deliver cargo coming from, or being delivered to, another state or foreign country.
updated documents.
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,",0.0,0.0,0.0,Yes,0.0375586854460093,0.0194174757281553,0.5714285714285714,No,"[(1181, 1220)]",0.0015410769998172,0.0007184666369422,0.5,0.067544361420347,0.6336802,0.53898513
510,Yes,If your driving type changes you must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions,Yes,"If your driving type changes , ","Non - Excepted Interstate NI : Commercial driving operation is permitted across state lines , and you are required to meet the Federal medical requirements Non - Excepted Intrastate NA : Commercial driving operation is restricted to New York State only , and you are required to meet the Federal medical requirements Excepted Interstate EI : Commercial driving operation is permitted across state lines for excepted operation only and you are exempt from the Federal medical requirements Excepted
Yes , you are eligible for Excepted Intrastate operation EA. You must ensure that your CDL has the required restrictions: K CDL Intrastate Only and A3 Med Cert Exempt. CDL holders that certify to EA can only operate a commercial motor vehicle within New York State, and cannot deliver cargo coming from, or being delivered to, another state or foreign country.
updated documents.
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,",0.0,0.0,0.0,Yes,0.0379146919431279,0.0194174757281553,0.8,Yes,"[(1220, 1251)]",0.0015410769998172,0.0007184666369422,0.4854917717073234,0.0862145427090973,0.6050303,0.51211715
511,What do I do next if my driving type changes?," You must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions. A transaction fee will apply, if you are self - certifying to a non - excepted driving type NA or NI",go into a DMV office,you must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions.  A transaction fee will apply.  If you are self - certifying to a non - excepted driving type NA or NI ,"3. What if my driving type changes? 
If your driving type changes , you must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions. A transaction fee will apply. If you are self - certifying to a non - excepted driving type NA or NI you will need to bring a copy of your valid USDOT Medical Examiners Certificate if it is not already on file with DMV.
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.
You should certify to the type of driving in which you operate or expect to operate , and your CDL will have the restrictions for that driving type. Remember , your certification can be changed anytime at a local DMV office through a license amendment transaction. NOTE: If you are capable of obtaining a Medical Examiner s Certificate , then the NI driving type will allow for the broadest commercial operation capability with no license restrictions applied.
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,",0.1702127659574468,1.0,0.0930232558139534,yes,0.2419928825622775,0.1428571428571428,0.7906976744186046,a).,"[(1251, 1416), (1416, 1446), (1446, 1517)]",0.0015547900179029,0.0007317706578691,0.0987334502474213,0.0247579301993222,0.74947083,0.7009041
512,When will I know if the DMV has received my self-certification?,"DMV is entering commercial driver self - certification and medical certification data daily, however due to the volume of responses it could take a period of time for a driver record to be fully updated",License Status,"DMV is entering commercial driver self - certification and medical certification data daily, as soon as possible.  However ,  due to the volume of responses it could take a period of time for a driver record to be fully updated. ","13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?
Yes , DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. To register to receive these reminders , go to Get email and/or text reminders [4]. Failure to submit an updated Medical Examiner s Certificate, or medical variance, prior to the expiration date of the one on file may result in your CDL being downgraded. You should allow at least two weeks to process your
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.
If you are signed up for MyDMV or sign up at go to MyDMV [5] at the DMV website and use the service called "" My License Status, Renewal and Replacement , "" you can look under "" License Status "" to determine your self - certification driving type, medical certification status and medical certificate expiration date. If you self - certified to driving types NI & NA , you will have a medical certification status of either "" Certified "" or "" Not Certified. "" If you self - certified to EI or EA ,",0.0,0.0,0.0,Yes,0.0803571428571428,0.0476190476190476,0.2571428571428571,yes,"[(7977, 8091), (8091, 8101), (8101, 8204)]",0.0019515095925152,0.0008971357718192,0.1309831588704742,0.0304588441936504,0.66737103,0.58791715
513,"What happens if my CDL was downgraded because of your "" not certified "" medical status",You will need to visit a local DMV office to upgrade your license back to a CDL,no longer certified to drive commercial vehicles,you will need to visit a local DMV office to upgrade your license back to a CDL. ,"Once your Medical Examiner s Certificate on file expires , you are no longer certified to drive commercial vehicles. A notice advising you of your not certified medical status and impending license downgrade 56 days from the date of notice will be sent to you. When we receive your new updated medical certificate , you will be re - certified. If your CDL was downgraded because of your "" not certified "" medical status , you will need to visit a local DMV office to upgrade your license back to a
Yes , DMV sends reminders to CDL and CLP holders who have registered to receive email and/or text reminders about the status of their medical certifications [2] and medical variances [3]. To register to receive these reminders , go to Get email and/or text reminders [4]. Failure to submit an updated Medical Examiner s Certificate, or medical variance, prior to the expiration date of the one on file may result in your CDL being downgraded. You should allow at least two weeks to process your
10. If I downgrade my license to a non-commercial class, am I eligible for a refund? 
No refund will be given as the driver will have the remainder of the renewal period as well as the two year grace period to be granted back the CDL without re - testing requirements. A refund is only allowed by law if the license is surrendered in full and there is 4 years or more remaining at the time of surrender.
12. The Medical Examiner s Certificate I previously sent has since expired or is due to expire. My next doctor s appointment is not for another two weeks. What happens to my CDL in the meantime?",0.0909090909090909,0.1428571428571428,0.0666666666666666,Yes,0.0942028985507246,0.0498084291187739,0.8666666666666667,Yes,"[(7211, 7292)]",0.001433427050375,0.0006784256028744,0.0416570271826979,0.0123539901208005,0.5949093,0.69887763
514,Do I need a medical examiners certificate?, If you expect to operate in an excepted driving type EA or EI then a Medical Examiner s Certificate is not required. You will need to have the appropriate restrictions added to your driver s license A3 and/or K,NI,You will need to have the appropriate restrictions added to your driver s license A3 and/or K. ,"NI then a Medical Examiner s Certificate is required. Remember , your certification can be changed anytime at a local DMV office through a license amendment transaction.
The rejection letter indicates why the Medical Examiner s Certificate is being returned to you. If information was incorrect, missing or illegible , you must contact your physician to have the form amended or another form completed. If your Medical Examiners Certificate was rejected because it was not completed by a doctor listed on the National Registry of Certified Medical Examiners , you must have a new exam completed by a doctor on the registry. To find a certified doctor in your area
13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?
9. Why did I receive my Medical Examiner s Certificate back in the mail with a rejection letter?",0.0,0.0,0.0,yes,0.0979020979020978,0.0551181102362204,0.4375,No,"[(4534, 4629)]",0.0024542231131325,0.001090309773955,0.5,0.067544361420347,0.53161836,0.44069904
515,"i'd like to learn more about self-certification
","sure, what would you like to know?
","no, you must go into a DMV office","

1. Why do I have to self-certify? 
","2. What are the self-certification driving types?
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.
Self-Certification 


1. Why do I have to self-certify? 
New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform. Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate. This is a nationwide safety initiative that affects commercial driver in all states.
13. How do I know that the DMV received my self-certification and/or Medical Examiner s Certificate information?",0.1428571428571428,0.1428571428571428,0.1428571428571428,Yes,0.1228070175438596,0.0654205607476635,1.0,Yes,"[(22, 59)]",0.0030406995279046,0.001320708952561,0.0564889215196028,0.0156410106480291,0.68984747,0.713019
516,why do i have to self-certify?,there are many different types of reasons you need to self certify. what would you like to know?,New federal regulations,"

2. What are the self-certification driving types? 
","Self-Certification 


1. Why do I have to self-certify? 
New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform. Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate. This is a nationwide safety initiative that affects commercial driver in all states.
2. What are the self-certification driving types?
3. What if my driving type changes? 
If your driving type changes , you must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions. A transaction fee will apply. If you are self - certifying to a non - excepted driving type NA or NI you will need to bring a copy of your valid USDOT Medical Examiners Certificate if it is not already on file with DMV.
you will have a medical certification status of "" Not Required "". Note: DMV is entering commercial driver self - certification and medical certification data daily, as soon as possible. However , due to the volume of responses it could take a period of time for a driver record to be fully updated. Self - certification driving types data will be entered and show first, followed later by medical certification data , So , there may be a period of time where an NI or NA driving type reflects a """,0.0,0.0,0.0,1.,0.0512820512820512,0.0263157894736842,1.0,1. New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform 2. NA or NI 3. DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions,"[(457, 510)]",0.0015230443486856,0.0007142588034616,0.086997665125015,0.0224460054141162,0.6562691,0.54550135
517,I just want to know why i have to self certify. could you explain it a little bit more,there are many different types of self-certification driving. would you like to know the types?,New federal regulations require all commercial drivers to certify,"

3. What if my driving type changes? 
","Self-Certification 


1. Why do I have to self-certify? 
New federal regulations require all commercial drivers to certify to the Department of Motor Vehicles DMV the type of driving they perform or expect to perform. Drivers that self - certify to a non - excepted driving type NA or NI are also required to submit a copy of their USDOT Medical Examiner s Certificate. This is a nationwide safety initiative that affects commercial driver in all states.
2. What are the self-certification driving types?
4. Can I change my self-certification driving type online? 
No , you must go into a DMV office.
3. What if my driving type changes? 
If your driving type changes , you must go into your local DMV office to change your self - certification driving type and have your license amended to add or delete the appropriate restrictions. A transaction fee will apply. If you are self - certifying to a non - excepted driving type NA or NI you will need to bring a copy of your valid USDOT Medical Examiners Certificate if it is not already on file with DMV.",0.0869565217391304,0.1111111111111111,0.0714285714285714,yes,0.0799999999999999,0.0416666666666666,1.0,Yes,"[(1181, 1220)]",0.0020581966673471,0.0009331531392154,0.0324976226161615,0.0101543952550165,0.68003017,0.66896117
