question,answer,model_answer,retrived_doc,ref,attribution,doc_id
What do I need to  bring to get it registered?,Complete the DMV's Document Guide to make sure you bring everything you need.,a sticker placed on your windshield and the paper registration certificate that you must keep in your vehicle,"Your' registration' is the sticker placed on your windshield and the paper registration certificate that you must keep in your vehicle. You or your business must register and title at a DMV office any vehicle you own or lease. Registrations do not need to be in the owner's name, or for only one person. Auto dealers can register and title vehicles, and issue plates and charge a fee for this. See information about vehicle plates [1] or vehicle titles [2]. 

Vehicles already registered in New York 


Renew 
You can renew your registration online and print a 10 day document to use until your new registration arrives in the mail. Please note: If your vehicle has been altered or stretched to increase the number of passengers or if there are other special circumstances , you cannot renew your registration online. See additional information and other ways to renew a registration [3]. Renew registration online [4 ]","[{'sp_id': '31', 'label': 'solution'}]",Your' registration' is the sticker placed on your windshield and the paper registration certificate that you must keep in your vehicle.,Registrations#3_0
Can I renew my registration online?,"In most cases, but some vehicles can not be renewed online.",Yes,"Your' registration' is the sticker placed on your windshield and the paper registration certificate that you must keep in your vehicle. You or your business must register and title at a DMV office any vehicle you own or lease. Registrations do not need to be in the owner's name, or for only one person. Auto dealers can register and title vehicles, and issue plates and charge a fee for this. See information about vehicle plates [1] or vehicle titles [2]. 

Vehicles already registered in New York 


Renew 
You can renew your registration online and print a 10 day document to use until your new registration arrives in the mail. Please note: If your vehicle has been altered or stretched to increase the number of passengers or if there are other special circumstances , you cannot renew your registration online. See additional information and other ways to renew a registration [3]. Renew registration online [4 ]","[{'sp_id': '11', 'label': 'solution'}, {'sp_id': '12', 'label': 'solution'}]",,Registrations#3_0
What else can I complete online instead of going to the office?,You have the ability to change your name or address and check your registration status online.,[3].,"Your' registration' is the sticker placed on your windshield and the paper registration certificate that you must keep in your vehicle. You or your business must register and title at a DMV office any vehicle you own or lease. Registrations do not need to be in the owner's name, or for only one person. Auto dealers can register and title vehicles, and issue plates and charge a fee for this. See information about vehicle plates [1] or vehicle titles [2]. 

Vehicles already registered in New York 


Renew 
You can renew your registration online and print a 10 day document to use until your new registration arrives in the mail. Please note: If your vehicle has been altered or stretched to increase the number of passengers or if there are other special circumstances , you cannot renew your registration online. See additional information and other ways to renew a registration [3]. Renew registration online [4 ]","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]",See additional information and other ways to renew a registration [3].,Registrations#3_0
Where can I register my car?,You can register at any DMV office.,DMV office,"Your' registration' is the sticker placed on your windshield and the paper registration certificate that you must keep in your vehicle. You or your business must register and title at a DMV office any vehicle you own or lease. Registrations do not need to be in the owner's name, or for only one person. Auto dealers can register and title vehicles, and issue plates and charge a fee for this. See information about vehicle plates [1] or vehicle titles [2]. 

Vehicles already registered in New York 


Renew 
You can renew your registration online and print a 10 day document to use until your new registration arrives in the mail. Please note: If your vehicle has been altered or stretched to increase the number of passengers or if there are other special circumstances , you cannot renew your registration online. See additional information and other ways to renew a registration [3]. Renew registration online [4 ]","[{'sp_id': '28', 'label': 'solution'}, {'sp_id': '29', 'label': 'solution'}]",You or your business must register and title at a DMV office any vehicle you own or lease.,Registrations#3_0
"I just wan't to know whether or not that is possible, since I don't want to go through the whole motorcycle road test again. I read something about a course, but that's basically like doing the whole test again.","Don't worry. If you have a valid motorcycle license issued by another state where you are resident, you can drive motorycles in New York without any problem. But if you are into getting a New York license, visit the New York State Motorcycle Safety Program website, or call toll - free at 1 - 800 - 446 - 9227.You can get extra information on how to get a New York license without going to the whole process of a road test","I just want to know whether or not that is possible, since I don't want to go through the whole motorcycle road test again.","Step 3: Schedule and take a motorcycle road test 
See Schedule and take a road test [8]. if you do not already have another class of New York State driver license , you must complete a pre - licensing course or a Driver Education course before you can schedule a road test 2 if you already have another class of New York State license , you do not need a pre - licensing course or Student Certificate of Completion","[{'sp_id': '55', 'label': 'solution'}]","Step 3: Schedule and take a motorcycle road test 
See Schedule and take a road test [8].",Get a motorcycle license#1_0
"Hello, I recently moved from Texas, and I already read a few stuff about how to change my license. But I need additional information regarding my road test , could you help me out?",You need to know if you can get the road test waived?,"Yes, I would like to know how to change my license.","If you pass the road test , the examiner will issue a temporary motorcycle license to you. if you do not have another class of New York State driver license , you will receive your motorcycle license with your photo by mail about 2 weeks after your road test you do not have to visit a DMV office if you already have another class of New York State driver license , wait at least 7 days after your road test to apply for your motorcycle license at a DMV office, and be sure to complete an Application for Permit, Driver License or Non - Driver ID Card PDF [9] MV-44 mark the "" Change "" box at the top, and write in Add Class M or MJ "" in the "" Other Change "" box bring your temporary motorcycle license, your motorcycle permit and your current photo license pay the $12.50 fee to amend your driver license Both driver license classes will be listed on your new document for example, Class DM. Your new license expires on the same date as your previous one. The DMV office will issue a temporary","[{'sp_id': '52', 'label': 'precondition'}]",Your new license expires on the same date as your previous one.,Get a motorcycle license#1_0
Yes. I don't want to go through a motorcycle road test again. I already own a motorcycle license. ,We can waive the test if you are qualified and you complete an approved course.,No,"Step 3: Schedule and take a motorcycle road test 
See Schedule and take a road test [8]. if you do not already have another class of New York State driver license , you must complete a pre - licensing course or a Driver Education course before you can schedule a road test 2 if you already have another class of New York State license , you do not need a pre - licensing course or Student Certificate of Completion","[{'sp_id': '53', 'label': 'solution'}]",,Get a motorcycle license#1_0
"One more quesiton, I personally know that here in New York safety guidelines are different, I want to learn more about that, what can I do?",Motorcycle safety information is available from the New York State Governor s Traffic Safety Committee.,You can find more information on New York State safety guidelines at the following websites:,"Can I drive in New York with an out-of-state motorcycle license? 
If you have a valid motorcycle license issued by another state where you are a resident , you can drive motorcycles in New York State. 

Can I exchange an out-of-state motorcycle license for a New York motorcycle license? 
If you become a resident of New York State , you should exchange your out - of - state motorcycle license for a New York State motorcycle license. See Exchange an out - of - state driver license [10].","[{'sp_id': '71', 'label': 'solution'}]",Can I exchange an out-of-state motorcycle license for a New York motorcycle license?,Get a motorcycle license#1_0
"I would like to know how to get  motorcycle license,please.","If you reside in New York, you must have a Class M or Class MJ driver's license or a learner's license to ride a motorcycle.","[1] A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license, you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2].","Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license , you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2]. 

How to get a motorcycle license 


Step 1: Apply for a motorcycle permit at a DMV office 
Here is what do study the NY State Motorcycle Operator's Manual [3] MV-21MC to prepare for the written test you have the documents and proofs of identification you need complete the DMV Document Guide to make sure Find your proofs [4 ] if you already have a New York State learner permit or driver license , bring the document bring payment for the $10.00 application fee and the motorcycle license fee 1","[{'sp_id': '2', 'label': 'solution'}]","Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle.",Get a motorcycle license#1_0
How can I get a motorcycle license?,Have you applied for a motorcycle permit at a DMV office?,Apply for a motorcycle permit at a DMV office,"Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license , you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2]. 

How to get a motorcycle license 


Step 1: Apply for a motorcycle permit at a DMV office 
Here is what do study the NY State Motorcycle Operator's Manual [3] MV-21MC to prepare for the written test you have the documents and proofs of identification you need complete the DMV Document Guide to make sure Find your proofs [4 ] if you already have a New York State learner permit or driver license , bring the document bring payment for the $10.00 application fee and the motorcycle license fee 1","[{'sp_id': '9', 'label': 'precondition'}]",IMPORTANT : DMV offers 3 types of documents.,Get a motorcycle license#1_0
"Yes, my permit is Class MJ.","If you are under 18, you must obey the restrictions and requirements for drivers under 18.",I'm a new resident of New York.,"Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license , you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2]. 

How to get a motorcycle license 


Step 1: Apply for a motorcycle permit at a DMV office 
Here is what do study the NY State Motorcycle Operator's Manual [3] MV-21MC to prepare for the written test you have the documents and proofs of identification you need complete the DMV Document Guide to make sure Find your proofs [4 ] if you already have a New York State learner permit or driver license , bring the document bring payment for the $10.00 application fee and the motorcycle license fee 1","[{'sp_id': '29', 'label': 'solution'}]",IMPORTANT : DMV offers 3 types of documents.,Get a motorcycle license#1_0
"I want to get a motorcycle license, give me some info about it, please.","If you are a New York State resident, you must have a Class M or Class MJ driver license or learner permit to drive a motorcycle.","A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license, you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2].","Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license , you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2]. 

How to get a motorcycle license 


Step 1: Apply for a motorcycle permit at a DMV office 
Here is what do study the NY State Motorcycle Operator's Manual [3] MV-21MC to prepare for the written test you have the documents and proofs of identification you need complete the DMV Document Guide to make sure Find your proofs [4 ] if you already have a New York State learner permit or driver license , bring the document bring payment for the $10.00 application fee and the motorcycle license fee 1","[{'sp_id': '2', 'label': 'solution'}]","Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle.",Get a motorcycle license#1_0
"Yes, I got some info about it, thanks.","Ok, anyway, you can visit the New York State Motorcycle Safety Program website or call toll-free at 1-800-446-9227.",Thank you.,"Additional information 


Can I get the motorcycle road test waived? 
We can waive the test if you are qualified and you complete an approved course. To get information about approved courses in your area , visit the New York State Motorcycle Safety Program website [5] or call toll - free at 1 - 800 - 446 - 9227. To qualify for the waiver you must be 16 years of age or older have a valid NY State license Class A, B, C, D, DJ or E have a valid class M or MJ motorcycle learner permit present either a Basic Rider Course BRC or a Basic Rider Course 2 License / Waiver BRC2-LW Course completion card issued by the NY State Motorcycle Safety Foundation within two years of completing the course You cannot get a waiver for a motorcycle road test if you completed a rider course given in another state. There are waivers available in some cases for members of the U.S. Armed Forces.","[{'sp_id': '55', 'label': 'solution'}]",We can waive the test if you are qualified and you complete an approved course.,Get a motorcycle license#1_0
What if I pass the road test?,You will receive a temporary motorcycle's license from the examiner.,a temporary motorcycle license,"If you pass the road test , the examiner will issue a temporary motorcycle license to you. if you do not have another class of New York State driver license , you will receive your motorcycle license with your photo by mail about 2 weeks after your road test you do not have to visit a DMV office if you already have another class of New York State driver license , wait at least 7 days after your road test to apply for your motorcycle license at a DMV office, and be sure to complete an Application for Permit, Driver License or Non - Driver ID Card PDF [9] MV-44 mark the "" Change "" box at the top, and write in Add Class M or MJ "" in the "" Other Change "" box bring your temporary motorcycle license, your motorcycle permit and your current photo license pay the $12.50 fee to amend your driver license Both driver license classes will be listed on your new document for example, Class DM. Your new license expires on the same date as your previous one. The DMV office will issue a temporary","[{'sp_id': '38', 'label': 'solution'}]",The DMV office will issue a temporary,Get a motorcycle license#1_0
How do I get a motorcycle license?,"In order to drive a motorcycle, every New York resident must have a Class M or Class MJ driver license or learner permit which entitles them to drive a motorcycle",You must first get a motorcycle learner permit.,"Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license , you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2]. 

How to get a motorcycle license 


Step 1: Apply for a motorcycle permit at a DMV office 
Here is what do study the NY State Motorcycle Operator's Manual [3] MV-21MC to prepare for the written test you have the documents and proofs of identification you need complete the DMV Document Guide to make sure Find your proofs [4 ] if you already have a New York State learner permit or driver license , bring the document bring payment for the $10.00 application fee and the motorcycle license fee 1","[{'sp_id': '2', 'label': 'solution'}]","To get a motorcycle license , you must first get a motorcycle learner permit.",Get a motorcycle license#1_0
What are the steps involved in getting a motorcycle license?,Your first step is to apply for the motorcycle permit at a DMV office,You must be at least 18 years old to obtain a motorcycle license.,Step 4: Get your motorcycle license,"[{'sp_id': '9', 'label': 'precondition'}]",Step 4: Get your motorcycle license,Get a motorcycle license#1_0
How do I apply for my motorcycle permit at a DMV office?,You must first study the NY State Motorcycle Operator's Manual and prepare yourself for the written test that is involved,"You must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license, you must first get a motorcycle learner permit.","Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle. To get a motorcycle license , you must first get a motorcycle learner permit. IMPORTANT : DMV offers 3 types of documents. Learn about Enhanced, REAL ID and Standard documents [2]. 

How to get a motorcycle license 


Step 1: Apply for a motorcycle permit at a DMV office 
Here is what do study the NY State Motorcycle Operator's Manual [3] MV-21MC to prepare for the written test you have the documents and proofs of identification you need complete the DMV Document Guide to make sure Find your proofs [4 ] if you already have a New York State learner permit or driver license , bring the document bring payment for the $10.00 application fee and the motorcycle license fee 1","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]","Get a motorcycle license [1] 
A New York State resident must have a Class M or Class MJ driver license or learner permit to drive a motorcycle.",Get a motorcycle license#1_0
Does it make any difference if I already have a New York State permit or driver license?,"If you already have this, bring this with you along with a payment of $10.00, which is the application fee","If you have a valid motorcycle license issued by another state where you are a resident, you can drive motorcycles in New York State.","Can I drive in New York with an out-of-state motorcycle license? 
If you have a valid motorcycle license issued by another state where you are a resident , you can drive motorcycles in New York State. 

Can I exchange an out-of-state motorcycle license for a New York motorcycle license? 
If you become a resident of New York State , you should exchange your out - of - state motorcycle license for a New York State motorcycle license. See Exchange an out - of - state driver license [10].","[{'sp_id': '16', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]","If you have a valid motorcycle license issued by another state where you are a resident , you can drive motorcycles in New York State.",Get a motorcycle license#1_0
Do I get a motorcycle license directly after applying or are there steps involved?,"Firstly, you have to get a motorcycle learner permit. The DMV offers 3 different types of documentation, which are Enhanced, REAL ID and Standard documents",Step 4: Get your motorcycle license,Step 4: Get your motorcycle license,"[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}]",Step 4: Get your motorcycle license,Get a motorcycle license#1_0
Can I operate a motorcycle in New York if I hold an out-of-state motorcycle license?,"Yes, provided you have a valid motorcycle issued by another state where you are resident","If you have a valid motorcycle license issued by another state where you are a resident, you can drive motorcycles in New York State.","Can I drive in New York with an out-of-state motorcycle license? 
If you have a valid motorcycle license issued by another state where you are a resident , you can drive motorcycles in New York State. 

Can I exchange an out-of-state motorcycle license for a New York motorcycle license? 
If you become a resident of New York State , you should exchange your out - of - state motorcycle license for a New York State motorcycle license. See Exchange an out - of - state driver license [10].","[{'sp_id': '64', 'label': 'precondition'}]","If you have a valid motorcycle license issued by another state where you are a resident , you can drive motorcycles in New York State.",Get a motorcycle license#1_0
I have to attend my local DMV centre and am wondering what exactly I have to bring with me?,What documentation do you currently have in relation to your vehicle?,a copy of the posted notice of sale a copy of the newspaper ad a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale,"If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '6', 'label': 'precondition'}]","What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale",Register a vehicle I bought at a sheriff or marshal auction#3_0
What documentation do I need if I am registering for  business or organization?,You must bring proof of incorporation of the business or organization with you,proof of incorporation,"you register for a business or organization , also bring proof of incorporation.","[{'sp_id': '38', 'label': 'solution'}]","you register for a business or organization , also bring proof of incorporation.",Register a vehicle I bought at a sheriff or marshal auction#3_0
Where can I find more help regarding specific information related to registering various types of vehicles,The information you are looking for can be found on the webpages that are listed on this page,webpages,"Fees 
The fees depend on the vehicle weight and where you live. First - time registration fees normally include the sales tax a vehicle plate fee or registration transfer fee a title certificate fee in most counties a vehicle use tax either a 1 or 2 year registration fee , depending on the type of registration You can estimate the registration fees [4] you will need to pay. 

Payment types 
We accept cash most credit, pinless debit or prepaid cards American Express, Discover Card / Novus, MasterCard, VISA a personal check or a money order payable to You can split your payment between cash and check if you need. 

Additional information 


More help 
See Instructions Vehicle Registration / Titling Application PDF [5] MV-82.1. For specific information about registering various types of vehicles , refer to the webpages listed on this page.","[{'sp_id': '59', 'label': 'solution'}]","For specific information about registering various types of vehicles , refer to the webpages listed on this page.",Register a vehicle I bought at a sheriff or marshal auction#3_0
What do I bring to the DMV centre if the vehicle I purchased was sold within New York City? ,"If the vehicle you purchased was bought at a sheriff or marshal auction within New York City, you must produce a copy of the judgement or execution order that allowed the sheriff or marshal to sell the vehicle in question","a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year, make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '27', 'label': 'solution'}]","What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale",Register a vehicle I bought at a sheriff or marshal auction#3_0
"Yes, i would like something more specific, as i'm interested on various types of vehicle.","If that's the case,you can find that specific information referring to the web pages listed on DMv's page.","Yes, I would like to know what type of vehicle you're interested in.","You do not need to be United States resident to register a vehicle in New York 
As long as you meet the registration requirements , you can register a vehicle here. 

About Vehicle Identification Numbers (VINS) on vehicles or motorcycles 
In an effort to protect consumers , the DMV would like to inform you about New York State laws pertaining to vehicle identification numbers [6] also called VINs. 

California emissions standards 
Most vehicles mustcomply with California emission standards [7]. 

Sharing registration information 
Read more about sharing your information [8].","[{'sp_id': '59', 'label': 'solution'}]","California emissions standards 
Most vehicles mustcomply with California emission standards [7].",Register a vehicle I bought at a sheriff or marshal auction#3_0
"I'll make sure to check it. by the way , what i need to know about registering a vehicle, but having a title already?",You should find out more about that with your insurance company for sure.,What is the process for registering a vehicle?,Registering the vehicle if you have a title,"[{'sp_id': '71', 'label': 'solution'}]",Registering the vehicle if you have a title,Register a vehicle I bought at a sheriff or marshal auction#3_0
Where can I get additional information regarding the process of registering a vehicle I bought at a sheriff or marshal auction? ,Do you need more help regarding this topic?,DMV office,"If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '56', 'label': 'precondition'}]","However , you can still apply for a New York State registration and a title certificate at a local DMV office [1].",Register a vehicle I bought at a sheriff or marshal auction#3_0
"Not at the moment, I'm only querying this currently",Are you a resident of the United States?,Is there anything else I can do for you?,All of these documents,"[{'sp_id': '60', 'label': 'precondition'}]",All of these documents,Register a vehicle I bought at a sheriff or marshal auction#3_0
"If I wasn't a resident of the US, would I be able to register a vehicle in New York that I bought at a sheriff or marshal auction?","If you are not a resident of the US, you can register a vehicle in this example so long as you meet the registration requirements",yes,"If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '61', 'label': 'precondition'}]",,Register a vehicle I bought at a sheriff or marshal auction#3_0
I do meet the registration requirements,"Because you meet the registration requirements, you can register the vehicle here",Yes,"You do not need to be United States resident to register a vehicle in New York 
As long as you meet the registration requirements , you can register a vehicle here. 

About Vehicle Identification Numbers (VINS) on vehicles or motorcycles 
In an effort to protect consumers , the DMV would like to inform you about New York State laws pertaining to vehicle identification numbers [6] also called VINs. 

California emissions standards 
Most vehicles mustcomply with California emission standards [7]. 

Sharing registration information 
Read more about sharing your information [8].","[{'sp_id': '62', 'label': 'solution'}]",,Register a vehicle I bought at a sheriff or marshal auction#3_0
What are the rules regarding Vehicle Identification Numbers on vehicles or motorcycles?,New York State has laws regarding VINS which are there to protect consumers,New York State laws,"You do not need to be United States resident to register a vehicle in New York 
As long as you meet the registration requirements , you can register a vehicle here. 

About Vehicle Identification Numbers (VINS) on vehicles or motorcycles 
In an effort to protect consumers , the DMV would like to inform you about New York State laws pertaining to vehicle identification numbers [6] also called VINs. 

California emissions standards 
Most vehicles mustcomply with California emission standards [7]. 

Sharing registration information 
Read more about sharing your information [8].","[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}]","About Vehicle Identification Numbers (VINS) on vehicles or motorcycles 
In an effort to protect consumers , the DMV would like to inform you about New York State laws pertaining to vehicle identification numbers [6] also called VINs.",Register a vehicle I bought at a sheriff or marshal auction#3_0
I'm looking for additional information regarding registering a vehicle I bought at a sheriff auction,Do you need more help with this particular process?,What is the purpose of this question?,"If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '56', 'label': 'precondition'}]","If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle.",Register a vehicle I bought at a sheriff or marshal auction#3_0
Not at the moment thanks,Are you a resident of the United States?,I'm not at the moment.,All of these documents,"[{'sp_id': '60', 'label': 'precondition'}]",All of these documents,Register a vehicle I bought at a sheriff or marshal auction#3_0
Yes I am,"You can still register a vehicle in New York, provided you meet the registration requirements",I am,All of these documents,"[{'sp_id': '61', 'label': 'precondition'}]",All of these documents,Register a vehicle I bought at a sheriff or marshal auction#3_0
"Hi, I bought a car from marshal auction. How can I register it?","So you you must bring some things to DMV, so can you bring?",You can apply for a New York State registration and a title certificate at a local DMV office [1].,"If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '6', 'label': 'precondition'}]","However , you can still apply for a New York State registration and a title certificate at a local DMV office [1].",Register a vehicle I bought at a sheriff or marshal auction#3_0
No I have no time for that nowadays.,But do you know that to register you must bring some document to DMV?,I don't know,"If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '13', 'label': 'precondition'}]",,Register a vehicle I bought at a sheriff or marshal auction#3_0
"Hi, I recently bought a vehicle at a marshal auction. Could you tell me about any fees I will have to pay?","Fees are determined by the vehicle's weight and your place of residence. If it's a first time registration, then there will be additional costs like sales tax.",I will have to pay a fee of $10.00 for the title to the vehicle.,"If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle. However , you can still apply for a New York State registration and a title certificate at a local DMV office [1]. 

What to bring to the DMV 


One of these 
a copy of the posted notice of sale a copy of the newspaper ad containing the vehicle year , make and VIN the name of the newspaper and the date the ad was published a statement from the Marshal or Sheriff that they complied with the law in regard to public notification or sale","[{'sp_id': '40', 'label': 'solution'}, {'sp_id': '41', 'label': 'solution'}, {'sp_id': '42', 'label': 'solution'}]","If you purchased a vehicle at a sheriff or marshal auction , you might not have the title to that vehicle.",Register a vehicle I bought at a sheriff or marshal auction#3_0
Do I need to give the VIN number when I register?,Yes it is necessary to submit this information.,Yes,Registering the vehicle if you have a title,"[{'sp_id': '64', 'label': 'solution'}, {'sp_id': '65', 'label': 'solution'}]",Registering the vehicle if you have a title,Register a vehicle I bought at a sheriff or marshal auction#3_0
What type of insurance information do I need to submit?,You will need both your NY State Insurance ID cards and the electronic notice that your insurance company will provide to you. Both are required.,proof of insurance coverage,Read more about registering a vehicle if you have a title [9]. Your insurance company will: 1) give you 2 barcoded original NY State Insurance ID cards (see a sample [10]) or provide you with access to your digital electronic NY State Insurance ID Card 2) send an electronic notice of insurance coverage to the DMV (your insurance agent or broker cannot file this notice) Your NY State Insurance ID cards and the electronic notice together verify your coverage. We need both. You must register your vehicle within 180 days of the effective date on your Insurance ID Card. Bring one copy or form of your Insurance ID Card with you. The DMV office will keep the paper card. Keep the other paper card with the vehicle as your proof of insurance. Anyone operating your vehicle must be able to provide proof of insurance. Learn more about NY State Insurance Requirements [11]. You must provide proof of identity and date of birth. You must be at least 16 years old except for ATV and boat registrations.,"[{'sp_id': '71', 'label': 'solution'}, {'sp_id': '72', 'label': 'solution'}, {'sp_id': '73', 'label': 'solution'}]",Anyone operating your vehicle must be able to provide proof of insurance.,Register a vehicle I bought at a sheriff or marshal auction#3_0
"Sounds complicated, is this information online?",Yes there is a list of relevant webpages to help you.,yes,"a completed Vehicle Registration / Title Application PDF [2] MV-82 the Marshal's or Sheriff's Bill of Sale , which must contain the following a description of the vehicle year, make and VIN the place , date , reason and circumstances of seizure the name and address of the purchaser and the price paid if the vehicle was sold outside New York City , that all interested parties owner, lienholder, et al. a statement were notified of the sale if the vehicle was sold within New York City , a copy of the judgement or execution order giving the Marshal or Sheriff authority to sell the vehicle if the vehicle was sold within New York City , a statement by the Marshal or Sheriff that they had notified or attempted to notify the owner and lienholder that the vehicle was being auctioned the current NY State Insurance ID card auto liability insurance 1 your NY State driver license , permit , non - driver ID , or other proof of identity 2 Payment for fees and taxes or proof of an exemption [3 ] If","[{'sp_id': '59', 'label': 'solution'}]",,Register a vehicle I bought at a sheriff or marshal auction#3_0
What documents do I need to bring as proof of i.d.?,"You must be at least 16 years of age and the best card to bring is your currentNew York State driver license learner permit , or non - driver ID card. The card may be expired but only for less than 2 years from the current date.","a New York State driver license learner permit, or non - driver ID card that is current or expired less than 2 years as proof of identity and age","You can use a New York State driver license learner permit , or non - driver ID card that is current or expired less than 2 years as proof of identity and age. If you don t have one of these , see other kinds of proof [12] you can use. See Instructions for Vehicle Registration / Title Application PDF [5] MV-82.1.","[{'sp_id': '80', 'label': 'solution'}, {'sp_id': '81', 'label': 'solution'}, {'sp_id': '82', 'label': 'solution'}]","You can use a New York State driver license learner permit , or non - driver ID card that is current or expired less than 2 years as proof of identity and age.",Register a vehicle I bought at a sheriff or marshal auction#3_0
